Grant Funder Name,Grant Recipient Name,Grant Total Amount,Grant Fiscal Year,Grant Duration,Grant Program Area,Grant Primary Subject,Grant Population Served,Grant Support Strategy,Grant Transaction Type,Grant Description
AmazonSmile Foundation,The Trustees of Reservations,154,2014,1 year,Not Specified,Land resources,Indigenous peoples,General support,Cash grants,General support
"The Liberty Mutual Foundation, Inc.",Boston Project Ministries Inc,152,2014,1 year,Not Specified,Human services,Low-income people,Not Specified,Cash grants,Matching contribution
"Bank of America Charitable Foundation, Inc.",Posse Foundation Boston,150,2014,1 year,Not Specified,Education,Adolescents; Ethnic and racial groups; Low-income people; Academics,General support; Program support,Cash grants,Program/operating support
"Bank of America Charitable Foundation, Inc.",Posse Foundation Boston,150,2014,1 year,Not Specified,Education,Adolescents; Ethnic and racial groups; Low-income people; Academics,General support; Program support,Cash grants,Program/operating support
Castle Family Foundation,Boston Youth Symphony Orchestras,150,2014,1 year,Not Specified,Orchestral music,Adolescents,Fundraising,Cash grants,Annual fundraiser
Consumers Energy Foundation,National Tay-Sachs and Allied Diseases Association,150,2014,1 year,Not Specified,Human rights,LGBTQ people,Financial sustainability; Individual development,Cash grants,"The Foundation does not support the following: - individuals - individual scholarships - individual sponsorships related to fund-raising - organizations that do not qualify as charitable organizations as defined by the Internal Revenue Service - organizations that practice discrimination on the basis of sex, age, height, weight, marital status, race, religion, sexual orientation, creed, color, national origin, ancestry, disability, handicap, or veteran status - political organizations"
GE Foundation,Edward Brooke Charter School,150,2014,1 year,Not Specified,Charter school education,Children and youth; Ethnic and racial groups; Low-income people; Students,Not Specified,Cash grants,Not Specified
GE Foundation,"Artists for Humanity, Inc.",150,2014,1 year,Not Specified,Arts services,Adolescents; Ethnic and racial groups; Low-income people,Not Specified,Cash grants,Not Specified
The Intuit Foundation,Boston Youth Symphony Orchestras,150,2014,1 year,Not Specified,Orchestral music,Children and youth; Adults; Ethnic and racial groups; Students,Program support,Cash grants,Matching gifts to arts & culture
VOYA FOUNDATION,FRIENDS OF THE SOUTH SHORE HOSPITAL - Hospice of the South Shore,150,2014,1 year,Not Specified,Health,People of African descent; Terminally ill people,Financial sustainability,Cash grants; Employee matching gifts,Matching gift
"The Liberty Mutual Foundation, Inc.",Museum of African American History,149,2014,1 year,Not Specified,History museums,People of African descent,Not Specified,Cash grants,Matching contribution
AmazonSmile Foundation,Boston Chinatown Neighborhood Center,146,2014,1 year,Not Specified,Community and economic development,Children and youth; People of East Asian descent; Immigrants and migrants; Immigrants; Low-income people,General support,Cash grants,General support
The Rosenberg Family Charitable Foundation,The Trustees of Reservations,140,2014,1 year,Not Specified,Land resources,American Indians,General support,Cash grants,Operating support
AmazonSmile Foundation,The Food Project,136,2014,1 year,Not Specified,Food aid,Adolescents; Ethnic and racial groups; Low-income people,General support,Cash grants,General support
Citizens Charitable Foundation,Boston Childrens Chorus,135,2014,1 year,Not Specified,Vocal music,Children; Ethnic and racial groups; Low-income people; Students,Not Specified,Cash grants,General Charitable
Citizens Charitable Foundation,Asian Task Force Against Domestic Violence (atask),135,2014,1 year,Not Specified,Domestic violence shelters,Women and girls; People of Asian descent; Immigrants; Refugees and displaced people; Low-income people; Victims of crime and abuse,Not Specified,Cash grants,General Charitable
Citizens Charitable Foundation,Boston Chinatown Neighborhood Center,135,2014,1 year,Not Specified,Human services,Children and youth; People of East Asian descent; Immigrants and migrants; Immigrants; Low-income people,Not Specified,Cash grants,General Charitable
AmazonSmile Foundation,Grub Street Inc.,133,2014,1 year,Not Specified,Community improvement,Low-income people,General support,Cash grants,General support
"The Liberty Mutual Foundation, Inc.","The Immigrant Learning Center, Inc.",131,2014,1 year,Not Specified,ESL and second language acquisition,Ethnic and racial groups; Immigrants; Refugees and displaced people; Low-income people; Students,Not Specified,Cash grants,Matching contribution
GE Foundation,Inner-City Scholarship Fund,130,2014,1 year,Not Specified,Education,Children and youth; Ethnic and racial groups; Catholics; Low-income people; At-risk youth; Students,Individual development,Cash grants,Not Specified
AmazonSmile Foundation,Viet-Aid,129,2014,1 year,Not Specified,HIV/AIDS,People of Southeast Asian descent; Immigrants and migrants; Low-income people,General support,Cash grants,General support
"Bank of America Charitable Foundation, Inc.",New England Historic Geneological Society,125,2014,1 year,Not Specified,Genealogy,People of African descent; Academics,Presentations and productions,Cash grants,Program/operating support
Blue Hills Bank Charitable Foundation Inc.,The Trustees of Reservations,125,2014,1 year,Not Specified,Land resources,Indigenous peoples; Economically disadvantaged people,Program support,Cash grants,Program support
Citizens Charitable Foundation,Boston Chinatown Neighborhood Center,125,2014,1 year,Not Specified,Human services,Children and youth; People of East Asian descent; Immigrants and migrants; Immigrants; Low-income people,Not Specified,Cash grants,General Charitable
Citizens Charitable Foundation,Boston Chinatown Neighborhood Center,125,2014,1 year,Not Specified,Human services,Children and youth; People of East Asian descent; Immigrants and migrants; Immigrants; Low-income people,Not Specified,Cash grants,General Charitable
Citizens Charitable Foundation,Asian Community Development Corporation,125,2014,1 year,Not Specified,Urban development,Low-income people,Not Specified,Cash grants,General Charitable
Citizens Charitable Foundation,Asian Community Development Corporation,125,2014,1 year,Not Specified,Urban development,Low-income people,Not Specified,Cash grants,General Charitable
Citizens Charitable Foundation,Urban League of Eastern Massachusetts,125,2014,1 year,Not Specified,Human services,People of African descent,Not Specified,Cash grants,General Charitable
Citizens Charitable Foundation,Urban League of Eastern Massachusetts,125,2014,1 year,Not Specified,Human services,People of African descent,Not Specified,Cash grants,General Charitable
Citizens Charitable Foundation,Urban League of Eastern Massachusetts,125,2014,1 year,Not Specified,Human services,People of African descent,Not Specified,Cash grants,General Charitable
GE Foundation,The Food Project,125,2014,1 year,Not Specified,Organic farming,Adolescents; Ethnic and racial groups; Low-income people,Not Specified,Cash grants,Not Specified
GlaxoSmithKline Foundation,CYCLE Kids Inc.,125,2014,1 year,Not Specified,Bicycling and pedestrian-oriented development,Children and youth; Ethnic and racial groups; Health,Not Specified,Cash grants,Not Specified
Pohlad Family Foundation,SquashBusters Inc.,125,2014,1 year,Not Specified,Racquet sports,Children and youth; Ethnic and racial groups; Low-income people,General support,Cash grants,General Operating
Shusterman Foundation,The Trustees of Reservations,125,2014,1 year,Not Specified,Land resources,Indigenous peoples,General support,Cash grants,Unrestricted
"The Liberty Mutual Foundation, Inc.",Year Up,125,2014,1 year,Not Specified,Job training,Adolescents; Young adults; Ethnic and racial groups; Low-income people; Students,Not Specified,Cash grants,Matching contribution
"The Liberty Mutual Foundation, Inc.",Upham's Corner Community Center,125,2014,1 year,Not Specified,Youth development,Children and youth; Low-income people,Not Specified,Cash grants,Matching contribution
VOYA FOUNDATION,Dimock Community Health Center,125,2014,1 year,Not Specified,Health care clinics,Ethnic and racial groups; Low-income people,Program support,Cash grants; Employee matching gifts,Matching gift
"The Liberty Mutual Foundation, Inc.",Viet-Aid,120,2014,1 year,Not Specified,Community improvement,People of Southeast Asian descent; Immigrants and migrants; Low-income people,Not Specified,Cash grants,Matching contribution
"The Liberty Mutual Foundation, Inc.",Asian Task Force Against Domestic Violence (atask),120,2014,1 year,Not Specified,Domestic violence shelters,Women and girls; People of Asian descent; Immigrants; Refugees and displaced people; Low-income people; Victims of crime and abuse,Not Specified,Cash grants,Matching contribution
"The Liberty Mutual Foundation, Inc.","La Alianza Hispana, Inc.",113,2014,1 year,Not Specified,Human services,People of Latin American descent,Not Specified,Cash grants,Matching contribution
"The Liberty Mutual Foundation, Inc.",Asian Community Development Corporation,112,2014,1 year,Not Specified,Urban development,Low-income people,Not Specified,Cash grants,Matching contribution
GE Foundation,Inner-City Scholarship Fund,110,2014,1 year,Not Specified,Education,Children and youth; Ethnic and racial groups; Catholics; Low-income people; At-risk youth; Students,Individual development,Cash grants,Not Specified
AmazonSmile Foundation,Northeast Organic Farming Association Massachusetts Chapter,102,2014,1 year,Not Specified,Agriculture,Adults; Multiracial people,General support,Cash grants,General support
"Bank of America Charitable Foundation, Inc.",Bottom Line,100,2014,1 year,Not Specified,College preparation,Adolescents,General support; Program support,Cash grants,Program/operating support
"Bank of America Charitable Foundation, Inc.",Mass Mentoring Partnership,100,2014,1 year,Not Specified,Youth mentoring,Students,General support; Program support,Cash grants,Program/operating support
"Bank of America Charitable Foundation, Inc.",Nativity Boston,100,2014,1 year,Not Specified,Middle school education,Preteen boys; Ethnic and racial groups; Low-income people; Students,General support; Program support,Cash grants,Program/operating support
"Bank of America Charitable Foundation, Inc.",Music and Youth Initiative Inc,100,2014,1 year,Not Specified,Performing arts education,Children and youth; Ethnic and racial groups; Low-income people,General support; Program support,Cash grants,Program/operating support
"Bank of America Charitable Foundation, Inc.","Community Servings, Inc.",100,2014,1 year,Not Specified,Food aid,Ethnic and racial groups; Low-income people; People with disabilities; People with HIV/AIDS,General support; Program support,Cash grants,Program/operating support
"Bank of America Charitable Foundation, Inc.",Saheli Inc,100,2014,1 year,Not Specified,Women's services,Women and girls; People of South Asian descent,General support; Program support,Cash grants,Program/operating support
"Bank of America Charitable Foundation, Inc.",Youth Enrichment Services (YES),100,2014,1 year,Not Specified,Youth organizing,Children and youth; Ethnic and racial groups; Low-income people,General support; Program support,Cash grants,Program/operating support
"Bank of America Charitable Foundation, Inc.",Lets Get Ready,100,2014,1 year,Not Specified,Out-of-school learning,Adolescents; Ethnic and racial groups; Low-income people; Students,General support; Program support,Cash grants,Program/operating support
"Bank of America Charitable Foundation, Inc.",Martha's Vineyard Museum Inc,100,2014,1 year,Not Specified,Museums,Children and youth; Adults; Family relationships; Ethnic and racial groups; Social and economic status,General support,Cash grants,Program/operating support
Bernard G. Berkman and Nancy J. Berkman Foundation,American Jewish Committee,100,2014,1 year,Not Specified,Ethnic and racial minority rights,Jewish people,Not Specified,Cash grants,Welfare
BNSF Railway Foundation,New England Historic Geneological Society,100,2014,1 year,Not Specified,Genealogy,People of African descent; Academics,Presentations and productions,Cash grants,Not Specified
Bungie Foundation,"The Right Question Institute, Inc.",100,2014,1 year,Not Specified,Community improvement,Ethnic and racial groups; Low-income people,General support,Cash grants,General support
Citizens Charitable Foundation,Ron Burton Training Village Camp,100,2014,1 year,Not Specified,Youth organizing,Boys; Ethnic and racial groups; Low-income people,Not Specified,Cash grants,General Charitable
David J. Feldman and Sydney E. Feldman Charitable Trust,"Epiphany School, Inc.",100,2014,1 year,Not Specified,Environmental education,Preteens; Ethnic and racial groups; Protestants; Low-income people; Students,General support,Cash grants,Unrestricted grant
Downey-Farnsworth Family Charitable Foundation,"Community Servings, Inc.",100,2014,1 year,Not Specified,Food aid,Ethnic and racial groups; Low-income people; People with disabilities; People with HIV/AIDS,Not Specified,Cash grants,Charitable
Eastern Bank Foundation,College Bound Dorchester,100,2014,1 year,Not Specified,Education services,Children and youth; Ethnic and racial groups; Low-income people; Students,Not Specified,Cash grants,Not Specified
Eliot I. and Ruth Snider Charitable Trust,"Tenacity, Inc.",100,2014,1 year,Not Specified,Civic participation,Children and youth; Ethnic and racial groups; Low-income people; Students,Program support,Cash grants,Civic
GE Foundation,Boston Chinatown Neighborhood Center,100,2014,1 year,Not Specified,Human services,Children and youth; People of East Asian descent; Immigrants and migrants; Immigrants; Low-income people,Not Specified,Cash grants,Not Specified
GE Foundation,Muslim Community Support Services Incorporated,100,2014,1 year,Not Specified,Immigrant services,Children and youth; Ethnic and racial groups; Immigrants and migrants; Low-income people; Victims of crime and abuse,Not Specified,Cash grants,Not Specified
GE Foundation,Boston Scores,100,2014,1 year,Not Specified,Reading promotion,Children and youth; Ethnic and racial groups; Low-income people; At-risk youth; Students,Not Specified,Cash grants,Not Specified
Geoffrey and Clare H. Nunes Charitable Trust,"Community Servings, Inc.",100,2014,1 year,Not Specified,Food aid,Ethnic and racial groups; Low-income people; People with disabilities; People with HIV/AIDS,General support,Cash grants,General purpose
Green Leaf Foundation,"African and American Friendship, Inc.",100,2014,1 year,Not Specified,Youth organizing,Children and youth; People of African descent; Low-income people; At-risk youth,General support,Cash grants,General
Green Leaf Foundation,Brockton Neighborhood Health Center,100,2014,1 year,Not Specified,Health care clinics,Ethnic and racial groups; Low-income people,General support,Cash grants,General
Hildreth Stewart Charitable Foundation,"Community Servings, Inc.",100,2014,1 year,Not Specified,Graduate and professional education,Ethnic and racial groups; Low-income people; People with disabilities; People with HIV/AIDS,General support,Cash grants,General use
Holder Family Foundation,Family Diversity Projects,100,2014,1 year,Not Specified,Graduate and professional education,LGBTQ people; Ethnic and racial groups,General support,Cash grants,General use
Howard & Katherine Aibel Foundation,Unitarian Universalist Association,100,2014,1 year,Not Specified,Antidiscrimination,Low-income people,General support,Cash grants,Operations
Irving Harris Foundation,Greylock ABC Endowment Fund,100,2014,1 year,Not Specified,Youth organizing,Adolescents; Ethnic and racial groups; Students,Not Specified,Cash grants,Not Specified
Melvin S. Cutler Charitable Foundation,"Community Servings, Inc.",100,2014,1 year,Not Specified,Food aid,Ethnic and racial groups; Low-income people; People with disabilities; People with HIV/AIDS,General support,Cash grants,General
Melvin S. Cutler Charitable Foundation,"Roxbury Youthworks, Inc.",100,2014,1 year,Not Specified,Youth services,Adolescents; Ethnic and racial groups; Low-income people; Incarcerated people; Victims of crime and abuse,General support,Cash grants,General
PIMCO Foundation,"Tenacity, Inc.",100,2014,1 year,Not Specified,Youth organizing,Children and youth; Ethnic and racial groups; Low-income people; Students,Fundraising,Cash grants; Employee matching gifts,Employee Match
Pohlad Family Foundation,SquashBusters Inc.,100,2014,1 year,Not Specified,Racquet sports,Children and youth; Ethnic and racial groups; Low-income people,General support,Cash grants,General Operating
Rauch Rainoff Foundation,Dartmouth Natural Resources Trust,100,2014,1 year,Not Specified,Natural resources,People of African descent; Low-income people,General support,Cash grants,Unrestricted
Rodman Ford Sales Inc. Charitable Trust,Ron Burton Training Village Camp,100,2014,1 year,Not Specified,Youth organizing,Boys; Ethnic and racial groups; Low-income people,Not Specified,Cash grants,Charitable
"Russell's Garden Center Charitable Foundation, Inc.","Neighbor to Neighbor Massachusetts Education Fund, Inc.",100,2014,1 year,Not Specified,Community organizing,Ethnic and racial groups; Low-income people,Not Specified,Cash grants,Donation
Susan M. Deutsch Foundation,"Community Servings, Inc.",100,2014,1 year,Not Specified,Food aid,Ethnic and racial groups; Low-income people; People with disabilities; People with HIV/AIDS,Not Specified,Cash grants,Charity
The Boston Foundation,Oiste Civic Education Initiative,100,2014,1 year,Education,Voter education and registration,People of Latin American descent,General support,Cash grants,For general operating/unrestricted support
The Boston Foundation,Oiste Civic Education Initiative,100,2014,1 year,Education,Voter education and registration,People of Latin American descent,General support,Cash grants,For general operating/unrestricted support
The Couch Family Foundation,Permanent Endowment for Marthas Vineyard Inc,100,2014,1 year,Not Specified,Foundations,Age Groups; Family relationships; Ethnic and racial groups; Social and economic status; Health; Work status and occupations,General support,Cash grants,General support
The F. & J.S. Fund Inc.,South End Community Health Center Inc,100,2014,1 year,Not Specified,Health care clinics,Ethnic and racial groups; Low-income people,Equal access,Cash grants,Available Upon Request
The Ives Family Charitable Trust,Beacon Academy Inc,100,2014,1 year,Not Specified,Education services,Children and youth; Ethnic and racial groups; Economically disadvantaged people; Low-income people; Students,General support,Cash grants,General purposes
The JPMorgan Chase Foundation,Mass Mentoring Partnership,100,2014,1 year,Not Specified,Youth mentoring,Adolescents; Students,Program support,Cash grants,Charitable program activities support
The McConnell Family Foundation,Boston Childrens Chorus,100,2014,1 year,Not Specified,Vocal music,Children; Ethnic and racial groups; Low-income people; Students,Not Specified,Cash grants,Support efforts
"The Otter Foundation, Inc.",Beacon Academy Inc,100,2014,1 year,Not Specified,Elementary and secondary education,Children and youth; Ethnic and racial groups; Economically disadvantaged people; Low-income people; Students,General support,Cash grants,Donation to general fund
The Reebok Foundation,Fenway Sidney Borum Community Health Center,100,2014,1 year,Not Specified,Health care clinics,Low-income people,Not Specified,Cash grants,To grants and contributions are made to the general
The Robert and Cynthia Marr Charitable Foundation,"Community Servings, Inc.",100,2014,1 year,Not Specified,Food aid,Ethnic and racial groups; Low-income people; People with disabilities; People with HIV/AIDS,Not Specified,Cash grants,Charitable
The Silverman/Sutherland Family Foundation,Mother Caroline Academy &Education Center,100,2014,1 year,Not Specified,Reading promotion,Children and youth,Not Specified,Cash grants,Further foundaiton charitable purpose
United Business Media Community Connection Foundation,Greater Boston Interfaith Organization,100,2014,1 year,Not Specified,Human services,Ethnic and racial groups; Low-income people,Program support,Cash grants,Social Services
United Business Media Community Connection Foundation,Beacon Academy Inc,100,2014,1 year,Not Specified,Elementary and secondary education,Children and youth; Ethnic and racial groups; Economically disadvantaged people; Low-income people; Students,Program support,Cash grants,Education Services
"Bank of America Charitable Foundation, Inc.",Bottom Line,100,2014,1 year,Not Specified,College preparation,Adolescents; Ethnic and racial groups; Economically disadvantaged people; Students,General support; Program support,Cash grants,Program/operating support
"Bank of America Charitable Foundation, Inc.",Boston Youth Symphony Orchestras,100,2014,1 year,Not Specified,Orchestral music,Children and youth; Adults; Ethnic and racial groups; Students,General support; Program support,Cash grants,Program/operating support
"Bank of America Charitable Foundation, Inc.","Groundwork Lawrence, Inc.",100,2014,1 year,Not Specified,Natural resources,Ethnic and racial groups; Low-income people,General support; Program support,Cash grants,Program/operating support
"Bank of America Charitable Foundation, Inc.",SquashBusters Inc.,100,2014,1 year,Not Specified,Racquet sports,Children and youth; Ethnic and racial groups; Low-income people,General support; Program support,Cash grants,Program/operating support
"Bank of America Charitable Foundation, Inc.",Nativity School of Worcester,100,2014,1 year,Not Specified,Middle school education,Preteen boys; Ethnic and racial groups; Catholics; Low-income people; Students,General support; Program support,Cash grants,Program/operating support
Bernice B. Godine Family Foundation,Trustees of Reservations dba The Trustees,100,2014,1 year,Not Specified,Land resources,American Indians,Not Specified,Cash grants,Generaloperating funds
Coghlin Services Fund,"Dynamy, Inc.",100,2014,1 year,Not Specified,Education services,Adolescents; Ethnic and racial groups; Low-income people; Students,Program support,Cash grants,Community
Coghlin Services Fund,Worcester Youth Center,100,2014,1 year,Not Specified,Youth development,Adolescents; Ethnic and racial groups; Low-income people,Program support,Cash grants,Community
Columbus Foundation,"United for a Fair Economy, Inc.",100,2014,1 month,Not Specified,Public finance,Adults; Ethnic and racial groups; Immigrants and migrants; Economically disadvantaged people; Low-income people,Advocacy,Cash grants,Not Specified
David J. Feldman and Sydney E. Feldman Charitable Trust,Cristo Rey Boston High School,100,2014,1 year,Not Specified,Antidiscrimination,Adolescents; Ethnic and racial groups; Catholics; Low-income people; Students,General support,Cash grants,Unrestricted grant
Eastern Bank Foundation,Year Up,100,2014,1 year,Not Specified,Job training,Adolescents; Young adults; Ethnic and racial groups; Low-income people; Students,Not Specified,Cash grants,Not Specified
Eastern Bank Foundation,"Quincy Asian Resources, Inc.",100,2014,1 year,Not Specified,Immigrant services,People of Asian descent; Immigrants and migrants; Low-income people,Not Specified,Cash grants,Not Specified
Florence & Richard Koplow Family Foundation,The Food Project,100,2014,1 year,Not Specified,Organic farming,Adolescents; Ethnic and racial groups; Low-income people,Not Specified,Cash grants,Not Specified
Frank & Marie Hamilton Charitable Trust,Newton Community Service Centers,100,2014,1 year,Not Specified,Human services,Students,Program support,Cash grants,Education
Larkin Family Foundation,SquashBusters Inc.,100,2014,1 year,Not Specified,Racquet sports,Children and youth; Ethnic and racial groups; Low-income people,Program support,Cash grants,Charitable
Liddy Family Foundation,Thornton W. Burgess Society,100,2014,1 year,Not Specified,Nature education,Children and youth; Indigenous peoples,Not Specified,Cash grants,Budget
Rehm Family Foundation,Nativity School of Worcester,100,2014,1 year,Not Specified,Middle school education,Preteen boys; Ethnic and racial groups; Catholics; Low-income people; Students,Program support,Cash grants,Educational support
Richard P. & Claire W. Morse Foundation,"Tenacity, Inc.",100,2014,1 year,Not Specified,Sports,Children and youth; Ethnic and racial groups; Low-income people; Students,Program support,Cash grants,Youth development and life-skill development activities
The Baxter International Foundation,Boston Youth Symphony Orchestras,100,2014,1 year,Not Specified,Orchestral music,Children and youth; Adults; Ethnic and racial groups; Students,Not Specified,Cash grants,Matching Gift To Arts & Culture Agency
"The Pfizer Foundation, Inc.",Wellesley Abc Program Inc,100,2014,1 year,Not Specified,Nonprofits,Adolescents; Ethnic and racial groups; Low-income people; Students,Program support,Cash grants,"Matching gifts program - matches the personal financial contributions of U.S. Based pfizer employees, retirees, and board members to eligible nonprofit charitable organizations."
"The Pfizer Foundation, Inc.","Groundwork Lawrence, Inc.",100,2014,1 year,Not Specified,Nonprofits,Ethnic and racial groups; Low-income people,Program support,Cash grants,"Matching gifts program - matches the personal financial contributions of U.S. Based pfizer employees, retirees, and board members to eligible nonprofit charitable organizations."
"The Pfizer Foundation, Inc.",The Food Project,100,2014,1 year,Not Specified,Philanthropy,Adolescents; Ethnic and racial groups; Low-income people,Program support,Cash grants,"Matching gifts program - matches the personal financial contributions of U.S. Based pfizer employees, retirees, and board members to eligible nonprofit charitable organizations."
The Roger M. & Michelle S. Marino Charitable Foundation,Year Up,100,2014,1 year,Not Specified,Community improvement,Adolescents; Young adults; Ethnic and racial groups; Low-income people; Students,Program support,Cash grants,To support the community
Thornton Family Foundation,Drinking Gourd Project,100,2014,1 year,Not Specified,Health,Substance abusers,Research,Cash grants,To support research
U.S. Bank Foundation,Effortz Foundation Inc,100,2014,1 year,Not Specified,Education,Economically disadvantaged people; Students,General support,Cash grants,General operaung support
U.S. Bank Foundation,Brockton Historical Society,100,2014,1 year,Not Specified,Historic preservation,Ethnic and racial groups,General support,Cash grants,General operaung support
Woodward Family Charitable Foundation,The Food Project,100,2014,1 year,Not Specified,Food aid,Adolescents; Ethnic and racial groups; Low-income people,General support,Cash grants,General support
AmazonSmile Foundation,Amazon Promise,95,2014,1 year,Not Specified,Biodiversity,Indigenous peoples; Low-income people,General support,Cash grants,General support
AmazonSmile Foundation,UTEC,90,2014,1 year,Not Specified,Youth development,Adolescent girls,General support,Cash grants,General support
Citizens Charitable Foundation,Concilio Hispano de Cambridge,90,2014,1 year,Not Specified,Human services,People of Latin American descent; Low-income people,Not Specified,Cash grants,General Charitable
Citizens Charitable Foundation,Concilio Hispano de Cambridge,83,2014,1 year,Not Specified,Human services,People of Latin American descent; Low-income people,Not Specified,Cash grants,General Charitable
Citizens Charitable Foundation,Concilio Hispano de Cambridge,83,2014,1 year,Not Specified,Human services,People of Latin American descent; Low-income people,Not Specified,Cash grants,General Charitable
"The Liberty Mutual Foundation, Inc.",Steppingstone Foundation,82,2014,1 year,Not Specified,College preparation,At-risk youth,Not Specified,Cash grants,Matching contribution
AmazonSmile Foundation,Steppingstone Foundation,81,2014,1 year,Not Specified,College preparation,At-risk youth,General support,Cash grants,General support
AmazonSmile Foundation,"Epiphany School, Inc.",77,2014,1 year,Not Specified,Environmental education,Preteens; Ethnic and racial groups; Protestants; Low-income people; Students,General support,Cash grants,General support
Davidson-Sterenfeld Family Foundation,Martha's Vineyard Museum Inc,75,2014,1 year,Not Specified,Museums,Children and youth; Students,Not Specified,Cash grants,Education
GlaxoSmithKline Foundation,CYCLE Kids Inc.,75,2014,1 year,Not Specified,Bicycling and pedestrian-oriented development,Children and youth; Ethnic and racial groups; Health,Not Specified,Cash grants,Not Specified
Not Specified,Not Specified,Not Specified,2014,1 year,Not Specified,History museums,Ethnic and racial groups,Program support,Cash grants,For historic preservation program
"The Pfizer Foundation, Inc.",New England Historic Geneological Society,75,2014,1 year,Not Specified,Nonprofits,People of African descent; Academics,Program support,Cash grants,"Matching gifts program - matches the personal financial contributions of U.S. Based pfizer employees, retirees, and board members to eligible nonprofit charitable organizations."
AmazonSmile Foundation,CAMINO VERDE INC,74,2014,1 year,Not Specified,Education,Low-income people,General support,Cash grants,General support
AmazonSmile Foundation,"Quincy Asian Resources, Inc.",73,2014,1 year,Not Specified,Immigrant services,People of Asian descent; Immigrants and migrants; Low-income people,General support,Cash grants,General support
AmazonSmile Foundation,GROUNDWORK SOMERVILLE INC,72,2014,1 year,Not Specified,Natural resources,Ethnic and racial groups; Low-income people,General support,Cash grants,General support
VOYA FOUNDATION,The Trustees of Reservations,67,2014,1 year,Not Specified,Land resources,American Indians,Fundraising,Cash grants; Employee matching gifts,Matching gift
"The Liberty Mutual Foundation, Inc.",St Mary's Women and Children Center,62,2014,1 year,Not Specified,Homeless shelters,Children and youth; Women and girls; Ethnic and racial groups; Homeless people; Low-income people,Not Specified,Cash grants,Matching contribution
Justin & Genevieve Wyner Trust,Martha's Vineyard Museum Inc,60,2014,1 year,Not Specified,Museums,Children and youth; Adults; Family relationships; Ethnic and racial groups; Social and economic status,Program support,Cash grants,Community & charitable
Mattimore Family Charitable Foundation,Korean War Memorial of Central Massachusetts,60,2014,1 year,Not Specified,War memorials,People of East Asian descent; Military personnel,Financial sustainability,Cash grants,Donation to the charity
AmazonSmile Foundation,Chinatown Main Street,59,2014,1 year,Not Specified,Urban development,Economically disadvantaged people,General support,Cash grants,General support
AmazonSmile Foundation,Pioneer Valley Chinese Immersion Charter School Family Association,59,2014,1 year,Not Specified,Charter school education,People of East Asian descent; Students,General support,Cash grants,General support
Lancaster Foundation,The Trustees of Reservations,57,2014,1 year,Not Specified,Land resources,Indigenous peoples,General support,Cash grants,General fund
AmazonSmile Foundation,MathPOWER,54,2014,1 year,Not Specified,Mathematics,Preteens; Students,General support,Cash grants,For general support
AmazonSmile Foundation,Robert F. Kennedy Children's Action Corps,54,2014,1 year,Not Specified,Child welfare,Children and youth; Adolescents; Ethnic and racial groups; Low-income people; At-risk youth; People with disabilities,General support,Cash grants,General support
AmazonSmile Foundation,Esperanza Academy,53,2014,1 year,Not Specified,Middle school education,People of Latin American descent,General support,Cash grants,General support
AmazonSmile Foundation,Nativity School of Worcester,52,2014,1 year,Not Specified,Middle school education,Children and youth,General support,Cash grants,General support
AmazonSmile Foundation,Boston Debate League,52,2014,1 year,Not Specified,Student services,Preteens; Adolescents; Ethnic and racial groups; Students,General support,Cash grants,General support
AmazonSmile Foundation,"Wide Horizons for Children, Inc.",51,2014,1 year,Not Specified,Adoption,Infants and toddlers; Children; Ethnic and racial groups; Students,General support,Cash grants,General support
AmazonSmile Foundation,Boston Scores,50,2014,1 year,Not Specified,Reading promotion,Children and youth; Ethnic and racial groups; Low-income people; At-risk youth; Students,General support,Cash grants,General support
"Arbella Insurance Foundation, Inc.",Salem State University Foundation,50,2014,1 year,Not Specified,University education,People of African descent; Students,Scholarships,Cash grants,Educational/Scholarship
"Bank of America Charitable Foundation, Inc.",Boston Scores,50,2014,1 year,Not Specified,Reading promotion,Children and youth; Ethnic and racial groups; Low-income people; At-risk youth; Students,General support; Program support,Cash grants,Program/operating support
"Bank of America Charitable Foundation, Inc.",Bottom Line,50,2014,1 year,Not Specified,College preparation,Adolescents; Ethnic and racial groups; Economically disadvantaged people; Students,General support; Program support,Cash grants,Program/operating support
"Bank of America Charitable Foundation, Inc.",Upham's Corner Community Center,50,2014,1 year,Not Specified,Youth development,Children and youth; Ethnic and racial groups; Low-income people,General support; Program support,Cash grants,Program/operating support
"Bank of America Charitable Foundation, Inc.","Martha's Vineyard Hospital, Inc.",50,2014,1 year,Not Specified,Hospital care,Age Groups; Ethnic and racial groups; Social and economic status; Health,General support,Cash grants,Program/operating support
Blue Hills Bank Charitable Foundation Inc.,Boston Chinatown Neighborhood Center,50,2014,1 year,Not Specified,Community and economic development,Children and youth; People of East Asian descent; Immigrants and migrants; Immigrants; Low-income people,Program support,Cash grants,Program support
Duke Energy Foundation,Nativity Boston,50,2014,1 year,Not Specified,Middle school education,Preteen boys; Ethnic and racial groups; Low-income people; Students,Not Specified,Cash grants,Unassigned
Eastern Bank Foundation,Bottom Line,50,2014,1 year,Not Specified,College preparation,Children and youth; Adolescents; Ethnic and racial groups; Economically disadvantaged people; Students,Not Specified,Cash grants; Employee matching gifts,For matching gifts
