Grant Funder Name,Grant Recipient Name,Grant Total Amount,Grant Fiscal Year,Grant Duration,Grant Program Area,Grant Primary Subject,Grant Population Served,Grant Support Strategy,Grant Transaction Type,Grant Description
James G. Martin Memorial Trust,Adopt-A-Student,"10,000",2016,1 year,Not Specified,Individual liberties,Children and youth; Ethnic and racial groups; Low-income people; At-risk youth; Students,Public engagement and education; Advocacy; Equal access; Scholarships,Cash grants,The organization contributes to solicited requests from non-profit organizations it also accepts scholarship applications
"Lincoln and Therese Filene Foundation, Inc.","Youthbuild Boston, Inc.","10,000",2016,1 year,Not Specified,Public safety,Incarcerated people,Program support,Cash grants,Civic justice corps
"Marrus Family Foundation, Inc.",Jumpstart for Young Children,"10,000",2016,1 year,Not Specified,Early childhood education,Children and youth; Children; Ethnic and racial groups; Low-income people; Students,Not Specified,Cash grants,Contributions
"Mass General Brigham, Inc.",Inner-City Scholarship Fund,"10,000",2016,1 year,Not Specified,Benefits planning,Low-income people; At-risk youth,Program support,Cash grants,COMMUNITY BENEFIT PROGRAM
"Mass General Brigham, Inc.",Conexion Inc,"10,000",2016,1 year,Not Specified,Human services,People of Latin American descent; Low-income people,Program support,Cash grants,COMMUNITY BENEFIT PROGRAM
Norbert H. Hardner Foundation,"Hyde Square Task Force, Inc.","10,000",2016,1 year,Not Specified,Community improvement,Adolescents; At-risk youth,Program support,Cash grants,Help fund entrichment program for at-risk youth.
NoVo Foundation,Girls Leadership Institute Inc,"10,000",2016,0.92 months,Not Specified,Women's rights,Women and girls; Ethnic and racial groups,"Public engagement and education; Policy, advocacy and systems reform; Advocacy; Systems reform; Grassroots organizing; Equal access",Cash grants,"The Girls’ Leadership Institute (GLI) has as its mission to teach girls the skills to be brave, resilient and connected, equipping girls to create change in the world. GLI began as a single summer camp that expanded into five programs: Summer Camp, Parent-daughter Workshops, Professional Development Training, After School, and Day Camp; working in five states: California, Colorado, New York, New Jersey, and Massachusetts. Novo's funding supports a one-day training led by Race Forward that was held in March 2016. The training and consultation helped GLI develop a shared language on racial and social justice; an understanding of the structural and institutional racism that we swim in daily in US culture; and helped them develop a framework for further conversations within the organization."
Peter R. & Cynthia K. Kellogg Foundation,SquashBusters Inc.,"10,000",2016,1 year,Not Specified,Racquet sports,Children and youth; Ethnic and racial groups; Low-income people,General support,Cash grants,General
Radoff Family Foundation,Casa Esperanza Inc.,"10,000",2016,1 year,Not Specified,Substance abuse treatment,Victims of crime and abuse,General support,Cash grants,General
Rockland Trust - Peoples Federal Foundation,Literacy Connection,"10,000",2016,1 year,Not Specified,Adult literacy,Ethnic and racial groups; Immigrants; Refugees and displaced people; Low-income people; Students,Program support,Cash grants,Onation
Rogers Family Foundation,Notre Dame Cristo Rey High School,"10,000",2016,1 year,Not Specified,Community and economic development,Adolescents; People of Latin American descent; Catholics; Low-income people; Students,Capacity-building and technical assistance,Cash grants,Corporate work study program at area nonprofits
Rosalyn and Richard Slifka Charitable Trust,Initiative for A Competitive Inner City Inc,"10,000",2016,1 year,Not Specified,Urban development,Ethnic and racial groups; Low-income people,Not Specified,Cash grants,Contribution
"Sailors' Snug Harbor of Boston, Inc.",Massachusetts Alliance of Portuguese Speakers (MAPS),"10,000",2016,1 year,Not Specified,Immigrant services,LGBTQ people; Ethnic and racial groups; Immigrants and migrants; Immigrants; Victims and oppressed people,Program support,Cash grants,Program support
The Anthony & Gladys Sakowich Charitable Foundation,Notre Dame Cristo Rey High School,"10,000",2016,1 year,Not Specified,Secondary education,Adolescents; Adolescent girls; Catholics; Low-income people; Students,General support,Cash grants,Unrestricted
The Ausolus Trust,Thornton W. Burgess Society,"10,000",2016,1 year,Not Specified,Nature education,Children and youth; Indigenous peoples,Not Specified,Cash grants,Not Specified
The Boston Foundation,The Trustees of Reservations,"10,000",2016,1 year,Not Specified,Environment,Low-income people,Land acquisitions,Cash grants,Not Specified
The Boston Foundation,The Trustees of Reservations,"10,000",2016,1 year,Not Specified,Environment,Low-income people,Land acquisitions,Cash grants,Not Specified
The Boston Foundation,"Asian American Civic Association, Inc.","10,000",2016,1 year,Not Specified,Education,People of East Asian descent; Immigrants; Low-income people,Program support,Cash grants,Not Specified
The Boston Foundation,"Asian American Civic Association, Inc.","10,000",2016,1 year,Not Specified,Education,People of East Asian descent; Immigrants; Low-income people,Program support,Cash grants,Not Specified
The Boston Foundation,The City School,"10,000",2016,1 year,Not Specified,Youth development,Students,Program support,Cash grants,Not Specified
The Boston Foundation,New England Blacks in Philanthropy,"10,000",2016,1 year,Not Specified,Philanthropy,Children and youth; Adults; Ethnic and racial groups; People of African descent; Social and economic status; Work status and occupations,"Policy, advocacy and systems reform",Cash grants,Not Specified
The Boston Foundation,UTEC,"10,000",2016,1 year,Not Specified,Youth development,Adolescent girls,Not Specified,Cash grants,Not Specified
The Boston Foundation,Year Up,"10,000",2016,1 year,Not Specified,Human services,Adolescents; Young adults; Ethnic and racial groups; Low-income people; Students,Program support,Cash grants,Not Specified
The Boston Foundation,"The Match School Foundation, Inc.","10,000",2016,1 year,Not Specified,Education,Children and youth; Ethnic and racial groups; Low-income people; Students,Program support,Cash grants,Not Specified
The Bulens Family Foundation,Year Up,"10,000",2016,1 year,Not Specified,Job training,Adolescents; Young adults; Ethnic and racial groups; Low-income people; Students,General support,Cash grants,General
The Children's Hospital Corporation,Massachusetts Asian AIDS Prevention Project,"10,000",2016,1 year,Not Specified,HIV/AIDS,People of Asian descent; People with HIV/AIDS,Not Specified,Cash grants,Community Partnership
"The Haslam Family Foundation, Inc.",SquashBusters Inc.,"10,000",2016,1 year,Not Specified,Racquet sports,Adolescents,Not Specified,Cash grants,"To challenge and nurture urban youth - as students, athletes and citizens - so that they recognize and fulfill their fullest potential in life"
"The Hyams Foundation, Inc.",Four Corners Action Coalition Inc,"10,000",2016,1 year,Not Specified,Human rights,Ethnic and racial groups; Low-income people,Not Specified,Cash grants,Racial justice policy
"The Hyams Foundation, Inc.",College Bound Dorchester,"10,000",2016,1 year,Not Specified,Human rights,Children and youth; Ethnic and racial groups; Low-income people; Students,Program support,Cash grants,Racial Justice policy
The Krupp Foundation,"Artists for Humanity, Inc.","10,000",2016,1 year,Not Specified,Arts services,Adolescents; Ethnic and racial groups; Low-income people,Not Specified,Cash grants,To assist the recipient in carrying out its charitable purpose.
"The New England Patriots Charitable Foundation, Inc.",Bostongives Inc,"10,000",2016,1 year,Not Specified,Equal opportunity in education,At-risk youth,Program support,Cash grants,Support inner-city children
"The People's United Community Foundation, Inc.",Year Up,"10,000",2016,1 year,Not Specified,Education services,Adolescents; Young adults; Ethnic and racial groups; Low-income people; Students,Program support,Cash grants,Year Up Boston Program
The Prospect Fund,"Brookline Community Foundation, Inc.","10,000",2016,1 year,Not Specified,Foundations,Low-income people,Program support,Cash grants,Charitable
THE RED SOX FOUNDATION INC,Year Up,"10,000",2016,1 year,Not Specified,Job training,Adolescents; Young adults; Ethnic and racial groups; Low-income people; Students,Information and Referral,Cash grants,SCHED I SUPPLEMENTAL INFORMATION
The Sandman Family Foundation,Inner-City Scholarship Fund,"10,000",2016,1 year,Not Specified,Education,At-risk youth,General support,Cash grants,General
"The Sidman Family Foundation, Inc.",Lenny Zakim Fund,"10,000",2016,1 year,Not Specified,Foundations,Children and youth; Adults; Ethnic and racial groups; Immigrants and migrants; Low-income people,Program support,Cash grants,"Destination for jewish engagement, a hub of learning and celebration for all ages, and a dynamic"
The Tiny Tiger Foundation,The Trustees of Reservations,"10,000",2016,1 year,Not Specified,Historic preservation,Low-income people,General support,Cash grants,Unrestricted
The Walbridge Fund,"Martha's Vineyard Hospital, Inc.","10,000",2016,1 year,Not Specified,Hospital care,Age Groups; Ethnic and racial groups; Social and economic status; Health,General support,Cash grants,General
"United Way of Greater St. Louis, Inc.",Bellwether Education Partners,"10,000",2016,1 year,Not Specified,Elementary and secondary education,Children and youth; Ethnic and racial groups; Low-income people; At-risk youth; Students,Program support,Cash grants,CG DSGN-educ
Vanguard Charitable Endowment Program,SquashBusters Inc.,"10,000",2016,1 year,Human Services,Human services,Children and youth; Ethnic and racial groups; Low-income people,Scholarships,Cash grants,Scholarship
Wagner Family Foundation,Food Project,"10,000",2016,1 year,Not Specified,Basic and emergency aid,Adolescents; Ethnic and racial groups; Low-income people,Fundraising,Cash grants,Fundraising efforts of linda mcquillan
Wells Fargo Foundation,Year Up,"10,000",2016,1 year,Not Specified,Human services,Adolescents; Young adults; Ethnic and racial groups; Low-income people; Students,Program support,Cash grants,"Support of community development education, and human services"
Winn Family Charitable Foundation,Lenny Zakim Fund,"10,000",2016,1 year,Not Specified,Foundations,Children and youth; Adults; Ethnic and racial groups; Immigrants and migrants; Low-income people,Not Specified,Cash grants,Charitable contributions
Vanguard Charitable Endowment Program,Posse Foundation Boston,"9,978",2016,1 year,Education,Education,Adolescents; Ethnic and racial groups; Low-income people; Academics,Program support,Cash grants,Area of most need
FOUNDATION BEYOND BELIEF INC,Dudley Street Neighborhood Initiative,"9,700",2016,1 year,Not Specified,Community organizing,Ethnic and racial groups; Low-income people,General support,Cash grants,General support
National Grid Foundation,Thornton W. Burgess Society,"9,500",2016,1 year,Not Specified,Nature education,Children and youth; Indigenous peoples,Program support,Cash grants,Project LIFE Continues to Grow
United Way of Massachusetts Bay and Merrimack Valley,"The Neighborhood Developers, Inc.","9,500",2016,1 year,Not Specified,Housing development,Ethnic and racial groups; Immigrants; Low-income people,Program support,Cash grants,Community Impact
The Comcast Foundation,GROUNDWORK SOMERVILLE INC,"9,442",2016,1 year,Not Specified,Voluntarism,Ethnic and racial groups; Low-income people,Program support,Cash grants,Comcast Cares Day 2016
Fidelity Investments Charitable Gift Fund,Jewish Vocational Service,"9,400",2016,1 year,Not Specified,Employment,Immigrants and migrants; Low-income people,General support,Cash grants,Not Specified
"Network for Good, Inc.",Chinatown People Progressive Association Inc.,"9,257",2016,1 year,Not Specified,Ethnic and racial minority rights,Seniors; People of East Asian descent; Immigrants and migrants; Low-income people,General support,Cash grants,Unrestricted
Gravestar Foundation,"Community Servings, Inc.","9,250",2016,1 year,Not Specified,Food aid,Ethnic and racial groups; Low-income people; People with disabilities; People with HIV/AIDS,Not Specified,Cash grants,Charitable
"Network for Good, Inc.","MA Coalition for Occupational Safety & Health, Inc.","9,210",2016,1 year,Not Specified,Occupational health,Ethnic and racial groups; Immigrants and migrants; Working poor,General support,Cash grants,Unrestricted
FOUNDATION BEYOND BELIEF INC,UTEC,"9,200",2016,1 year,Not Specified,Youth development,Adolescent girls,General support,Cash grants,General support
Cambridge Community Foundation,"Community Servings, Inc.","9,000",2016,1 year,Not Specified,Food aid,Ethnic and racial groups; Low-income people; People with disabilities; People with HIV/AIDS,Program support,Cash grants,Program assistance
"Health Resources in Action, Inc.",Interise,"9,000",2016,1 year,Not Specified,Employment,Ethnic and racial groups; Low-income people,Program support,Cash grants,Worksite wellness grant
Fidelity Investments Charitable Gift Fund,Adopt-A-Student,"9,000",2016,1 year,Not Specified,Education,Children and youth; Ethnic and racial groups; Low-income people; At-risk youth; Students,General support,Cash grants,Not Specified
"Health Resources in Action, Inc.",Asian Task Force Against Domestic Violence (atask),"9,000",2016,1 year,Not Specified,Domestic violence shelters,Women and girls; People of Asian descent; Immigrants; Refugees and displaced people; Low-income people; Victims of crime and abuse,Program support,Cash grants,Worksite wellness grant
"Health Resources in Action, Inc.","Community Servings, Inc.","9,000",2016,1 year,Not Specified,Public health,Ethnic and racial groups; Low-income people; People with disabilities; People with HIV/AIDS,Program support,Cash grants,Worksite wellness grant
Jewish Communal Fund,CYCLE Kids Inc.,"9,000",2016,1 year,Not Specified,Bicycling and pedestrian-oriented development,Children and youth; Ethnic and racial groups; Health,General support,Cash grants,Unrestricted General Support
National Park Foundation,"Lowell Parks and Conservation Trust, Inc.","9,000",2016,1 year,Not Specified,Environmental education,Children and youth,Program support,Cash grants,Connect: Every Kid in a Park
The Abbot and Dorothy H. Stevens Foundation,"C.L.A.S.S, Bob Harris, Executive Director","9,000",2016,1 year,Not Specified,Antidiscrimination,Ethnic and racial groups,Program support,Cash grants,Community inclusion programming
The Frederick E. Weber Charities Corporation,United South End Settlements,"9,000",2016,1 year,Not Specified,Legal services,Ethnic and racial groups; Low-income people,Program support,Cash grants,Program support
Underdog Foundation,"United for a Fair Economy, Inc.","9,000",2016,1 year,Not Specified,Social rights,Adults; Ethnic and racial groups; Immigrants and migrants; Economically disadvantaged people; Low-income people,Program support,Cash grants,Program Support
"Philanthropy Massachusetts, Inc.",Youth Enrichment Services (YES),"8,990",2016,1 year,Not Specified,Youth organizing,Adolescents,Program support,Cash grants,For operating and program support.
Schwab Charitable,Country Dance & Song Society Inc,"8,950",2016,1 year,Not Specified,Performing arts,Adults; Families; Ethnic and racial groups,Not Specified,Cash grants,"Arts, Culture & Humanities"
"Tufts Health Plan Foundation, Inc.",Dimock Community Foundation Inc,"8,820",2016,1 year,Not Specified,Philanthropy,Ethnic and racial groups; Low-income people,Not Specified,Cash grants,Workplace giving
Donald F. and Edna G. Bishop Scholarship Foundation,Trustees of Hampshire College,"8,750",2016,1 year,Not Specified,Law education,People of African descent,Scholarships,Cash grants,Scholarship awards
Donald F. and Edna G. Bishop Scholarship Foundation,Trustees of Hampshire College,"8,750",2016,1 year,Not Specified,Law education,People of African descent,Scholarships,Cash grants,Scholarship awards
"The Berkshire Taconic Community Foundation, Inc.",The Trustees of Reservations,"8,698",2016,1 year,Environmental,Natural resources,Indigenous peoples,Financial sustainability,Cash grants,For The Foggy River Farm Endowment
United Way of Massachusetts Bay and Merrimack Valley,Centro Latino De Chelsea,"8,651",2016,1 year,Not Specified,Human services,People of Latin American descent; Immigrants; Low-income people,Not Specified,Cash grants,Community Impact
Greater Cincinnati Foundation,Gardening the Community,"8,560",2016,1 year,Not Specified,Gardening,Children and youth; Ethnic and racial groups; Low-income people,General support,Cash grants,General Purpose
Fidelity Investments Charitable Gift Fund,Posse Foundation Boston,"8,500",2016,1 year,Not Specified,Education,Adolescents; Ethnic and racial groups; Low-income people; Academics,General support,Cash grants,Not Specified
Leaves of Grass Fund,GROUNDWORK SOMERVILLE INC,"8,500",2016,1 year,Not Specified,Natural resources,Ethnic and racial groups; Low-income people,Not Specified,Cash grants,Charitable
National Christian Charitable Foundation Inc,Ron Burton Training Village Camp,"8,500",2016,1 year,Not Specified,Youth organizing,Boys; Ethnic and racial groups; Low-income people,Not Specified,Cash grants,Human services
The Berger-Marks Foundation,"MA Coalition for Occupational Safety & Health, Inc.","8,500",2016,1 year,Not Specified,Occupational health,Ethnic and racial groups; Immigrants and migrants; Working poor,Information and Referral,Cash grants,To support the immigrant workers center international women's comm.
The Shifting Foundation,Community Works,"8,500",2016,1 year,Not Specified,Community organizing,Adolescents; Homeless people; Out-of-home youth; People with psychosocial disabilities,Program support,Cash grants,No restnctions
"Network for Good, Inc.","The Right Question Institute, Inc.","8,426",2016,1 year,Not Specified,Human rights,Ethnic and racial groups; Low-income people,General support,Cash grants,Unrestricted
Arthur Musgrave Charitable Trust,Cambridge Community Foundation,"8,341",2016,1 year,Not Specified,Foundations,Family relationships; Ethnic and racial groups; Immigrants and migrants; Economically disadvantaged people; Artists and performers,General support,Cash grants,Unrestricted general
"The Richard Eric Rosenberg Foundation, Inc.",Steppingstone Foundation,"8,300",2016,1 year,Not Specified,College preparation,Children and youth; Ethnic and racial groups; Low-income people; Students,Not Specified,Cash grants,To further the purpose of the foundation which is to promote the improvement of the human condition and
Fidelity Investments Charitable Gift Fund,Notre Dame Education Center,"8,166",2016,1 year,Not Specified,Adult education,Students,General support,Cash grants,Not Specified
Fidelity Investments Charitable Gift Fund,"Artists for Humanity, Inc.","8,166",2016,1 year,Not Specified,Arts services,Adolescents; Ethnic and racial groups; Low-income people,General support,Cash grants,Not Specified
Anne & Paul Marcus Family Foundation,Park School Corporation,"8,000",2016,1 year,Not Specified,Human services,People of African descent; Economically disadvantaged people,Program support,Cash grants,Summer program2016 summer program
Eaton Foundation,InnerCity Weightlifting,"8,000",2016,1 year,Not Specified,Crime prevention,Low-income people; At-risk youth,Program support,Cash grants,Not Specified
"EdVestors, Inc.",United South End Settlements,"8,000",2016,1 year,Not Specified,Arts and culture,Children and youth; Students,Program support,Cash grants,Uses-blackstone innovation school arts grant 2016. To expand arts education for school children in boston public schools. Round 8 2016-2017.
Fidelity Investments Charitable Gift Fund,Unitarian Universalist Association,"8,000",2016,1 year,Not Specified,Interfaith,Gender and sexual identity; Ethnic and racial groups; Religious groups; Immigrants and migrants,General support,Cash grants,Not Specified
Fidelity Investments Charitable Gift Fund,Boston Scores,"8,000",2016,1 year,Not Specified,Reading promotion,Children and youth; Ethnic and racial groups; Low-income people; At-risk youth; Students,General support,Cash grants,Not Specified
Fidelity Investments Charitable Gift Fund,Unitarian Universalist Association,"8,000",2016,1 year,Not Specified,Interfaith,Gender and sexual identity; Ethnic and racial groups; Religious groups; Immigrants and migrants,General support,Cash grants,Not Specified
Fidelity Investments Charitable Gift Fund,Unitarian Universalist Urban Ministry (Benevolent Fraternity of Unitarian Church),"8,000",2016,1 year,Not Specified,Interfaith,Children and youth; Women and girls; Ethnic and racial groups; Low-income people; Victims of crime and abuse,General support,Cash grants,Not Specified
Fidelity Investments Charitable Gift Fund,New England Historic Geneological Society,"8,000",2016,1 year,Not Specified,Genealogy,People of African descent; Academics,General support,Cash grants,Not Specified
Hamilton Charitable Corporation,"Brookline Community Foundation, Inc.","8,000",2016,1 year,Not Specified,Foundations,Low-income people,General support,Cash grants,General
Hegi Family Foundation,BETTER ANGELS SOCIETY,"8,000",2016,1 year,Not Specified,Film and video,Ethnic and racial groups,Recordings,Cash grants,Support for documentary films
Landau Family Foundation,"United for a Fair Economy, Inc.","8,000",2016,1 year,Not Specified,Public finance,Low-income people,General support,Cash grants,Unrestricted
"Mass General Brigham, Inc.",Urban League of Eastern Massachusetts,"8,000",2016,1 year,Not Specified,Human services,People of African descent,Program support,Cash grants,COMMUNITY BENEFIT PROGRAM
Moses Kimball Fund,JFYNetWorks,"8,000",2016,1 year,Not Specified,Higher education,Adolescents; Ethnic and racial groups; Low-income people; Students,Not Specified,Cash grants,College and career readiness
Moses Kimball Fund,Margaret Fuller Neighborhood House,"8,000",2016,1 year,Not Specified,Information communications technology,Low-income people,Program support,Cash grants,Community technology empowerment project
Moses Kimball Fund,Mujeres Unidas Avanzando,"8,000",2016,1 year,Not Specified,Human rights,Women and girls; People of Latin American descent; Immigrants; Low-income people; Students,Program support,Cash grants,Lets get to work!
New England Biolabs Foundation,CAMINO VERDE INC,"8,000",2016,1 year,Not Specified,Education,Indigenous peoples; Economically disadvantaged people; Farmers,Public engagement and education; Advocacy; Systems reform; Grassroots organizing; Equal access,Cash grants,Agroforestryoil polyculturesystems
Pettus Foundation,The Food Project,"8,000",2016,1 year,Not Specified,Food aid,Adolescents; Ethnic and racial groups; Low-income people,General support,Cash grants,Operating Support
Ploughshares Foundation,Black Ministerial Alliance,"8,000",2016,1 year,Not Specified,Human services,Children and youth; Students,Program support,Cash grants,Antivience programs for youth and victory generation (after school) programs
"Proteus Fund, Inc.",Women's Pipeline for Change,"8,000",2016,1 month,Not Specified,Civic participation,Women and girls; Ethnic and racial groups; Low-income people,Public engagement and education; Network-building and collaboration; Donor collaborations; Advocacy; Systems reform; Equal access,Cash grants,Women’s Pipeline for Change’s Building from Within Transformational Change project. Grant made through Donor Advised Fund.
Roy A. Hunt Foundation,Beacon Academy Inc,"8,000",2016,1 month,Elementary & Secondary Schools,Elementary and secondary education,Children and youth; Ethnic and racial groups; Economically disadvantaged people; Low-income people; Students,General support,Cash grants,General operating support
Swanee Hunt Family Foundation,Boston Project Ministries Inc,"8,000",2016,1 year,Not Specified,Arts and culture,Children and youth; Ethnic and racial groups; Christians; Economically disadvantaged people; Low-income people; At-risk youth,Program support,Cash grants,Arts and community support
The Boston Foundation,Sportsmen's Tennis & Enrichment Center,"8,000",2016,1 year,Not Specified,Racquet sports,Children and youth; Ethnic and racial groups; Low-income people,Not Specified,Cash grants,Not Specified
The Boston Foundation,"Boston Affordable Housing Coalition, Inc.","8,000",2016,1 year,Not Specified,Housing development,Ethnic and racial groups; Low-income people,Advocacy,Cash grants,Not Specified
The Boston Foundation,Boston Workers Alliance,"8,000",2016,1 year,Not Specified,Organized labor,Ethnic and racial groups; Unemployed people,Not Specified,Cash grants,Not Specified
The Devereaux Charitable Foundation Trust,Inner-City Scholarship Fund,"8,000",2016,1 year,Not Specified,Education,At-risk youth,General support,Cash grants,Unrestricted / general
The Downey Family Charitable Foundation,Beacon Academy Inc,"8,000",2016,1 year,Not Specified,Elementary and secondary education,Children and youth; Ethnic and racial groups; Economically disadvantaged people; Low-income people; Students,Program support,Cash grants,Educational
The Frederick E. Weber Charities Corporation,"Community Servings, Inc.","8,000",2016,1 year,Not Specified,Food aid,Ethnic and racial groups; Low-income people; People with disabilities; People with HIV/AIDS,Program support,Cash grants,Program support
The Gregory E. Bulger Foundation,Project Step,"8,000",2016,1 year,Not Specified,Performing arts education,Children and youth,Program support,Cash grants,Support string training for minority
"The People's United Community Foundation, Inc.",Notre Dame Cristo Rey High School,"8,000",2016,1 year,Not Specified,Community and economic development,Adolescents; People of Latin American descent; Catholics; Low-income people; Students,Program support,Cash grants,Corporate Work Study Program
Young-Rourke Charitable Foundation Trust,Summer Search Boston,"8,000",2016,1 year,Not Specified,Youth organizing,Adolescents; Ethnic and racial groups; Low-income people; Students,Program support,Cash grants,Payments for program
National Foundation for the Centers for Disease Control and Prevention,Boston University,"7,936",2016,1 year,Not Specified,Kidney diseases,Academics,Research and evaluation,Cash grants,Chronic kidney disease in central american workers
Hidden Spring Foundation,"Epiphany School, Inc.","7,900",2016,1 year,Not Specified,Middle school education,Preteens; Ethnic and racial groups; Protestants; Low-income people; Students,Not Specified,Cash grants,KnNUAL FUND
"Bank of America Charitable Foundation, Inc.",Bottom Line,"7,800",2016,1 year,Not Specified,College preparation,Adolescents; Low-income people; Students,General support; Program support,Cash grants,Program/Operating Support
Schwab Charitable,"Community Servings, Inc.","7,800",2016,1 year,Not Specified,Health,Ethnic and racial groups; Low-income people; People with disabilities; People with HIV/AIDS,Program support,Cash grants,Health & Human Services
"Network for Good, Inc.",Full Frame Initiative Inc.,"7,614",2016,1 year,Not Specified,Social rights,Ethnic and racial groups; Low-income people,General support,Cash grants,Unrestricted
"Anderson-Rogers Foundation, Inc.",Beacon Academy Inc,"7,500",2016,1 year,Not Specified,Higher education,Children and youth; Ethnic and racial groups; Economically disadvantaged people; Low-income people; Students,Program support,Cash grants,To support program to prepare disadvantaged urban students for higher education.
Bennett Family Foundation,UTEC,"7,500",2016,1 year,Not Specified,Youth development,Adolescent girls,Not Specified,Cash grants,Charity
"Clipper Ship Foundation, Inc.",Asian Women for Health,"7,500",2016,1 year,Not Specified,Public health,Women and girls; People of Asian descent; Immigrants and migrants,Program support,Cash grants,Program support
Fidelity Investments Charitable Gift Fund,"Epiphany School, Inc.","7,500",2016,1 year,Not Specified,Middle school education,Preteens; Ethnic and racial groups; Protestants; Low-income people; Students,General support,Cash grants,Not Specified
Fidelity Investments Charitable Gift Fund,"Tenacity, Inc.","7,500",2016,1 year,Not Specified,Racquet sports,Children and youth; Ethnic and racial groups; Low-income people; Students,General support,Cash grants,Not Specified
Fidelity Investments Charitable Gift Fund,Fenway Sidney Borum Community Health Center,"7,500",2016,1 year,Not Specified,Health care clinics,Ethnic and racial groups; Low-income people,General support,Cash grants,Not Specified
Fidelity Investments Charitable Gift Fund,The Food Project,"7,500",2016,1 year,Not Specified,Organic farming,Adolescents; Ethnic and racial groups; Low-income people,General support,Cash grants,Not Specified
Fidelity Investments Charitable Gift Fund,"Groundwork Lawrence, Inc.","7,500",2016,1 year,Not Specified,Natural resources,Ethnic and racial groups; Low-income people,General support,Cash grants,Not Specified
Fidelity Investments Charitable Gift Fund,Adopt-A-Student,"7,500",2016,1 year,Not Specified,Education,Children and youth; Ethnic and racial groups; Low-income people; At-risk youth; Students,General support,Cash grants,Not Specified
Foundation M,"Massachusetts Advocates for Children, Inc.","7,500",2016,1 year,Not Specified,Special needs education,People with psychosocial disabilities; Students,Program support,Cash grants,Autism Special Education Legal Support Center
Gifford Family Foundation,Boston Plan for Excellence (BPE),"7,500",2016,1 year,Not Specified,Charter school education,Children and youth; Adults; Ethnic and racial groups; Low-income people; At-risk youth; Students,Program support,Cash grants,Dusley st neighborhood charter school
Marian F. and Horace Y. Rogers Charitable Trust,Dare,"7,500",2016,1 year,Not Specified,Family disability resources,Children and youth; Ethnic and racial groups; Low-income people; Victims of crime and abuse; People with disabilities,Not Specified,Cash grants,3Eneral support
Marvin & Betty Borman Foundation,Rian Immigrant Center,"7,500",2016,1 year,Not Specified,Immigrant services,Ethnic and racial groups; Immigrants; Low-income people,General support,Cash grants,General Funding
"McIntosh Foundation, Inc.","Epiphany School, Inc.","7,500",2016,1 year,Not Specified,Middle school education,Preteens; Ethnic and racial groups; Protestants; Low-income people; Students,Not Specified,Cash grants,Exempt purpose of organization
"Miramar Charitable Foundation Miramar Fiduciary Corporation, Trustee",Above the Clouds Inc.,"7,500",2016,1 year,Not Specified,Human services,Children and youth; Low-income people,General support,Cash grants,General support
Mmollie B Foley Charitable Trust,"Community Servings, Inc.","7,500",2016,1 year,Not Specified,Physical fitness,Ethnic and racial groups; Low-income people; People with disabilities; People with HIV/AIDS,Program support,Cash grants,Nutrition for those affected by an acute life-threatening illness
Nathaniel & Elizabeth P. Stevens Foundation,Si Se Puede Inc,"7,500",2016,1 year,Not Specified,Youth organizing,Women and girls; People of Latin American descent; Victims and oppressed people,General support,Cash grants,Operating support
Ramsey McCluskey Family Foundation,Sociedad Latina,"7,500",2016,1 year,Not Specified,Child welfare,Children and youth; Women and girls; People of Latin American descent; Low-income people; Substance abusers,General support,Cash grants,General operating
Ramsey McCluskey Family Foundation,Boston Childrens Chorus,"7,500",2016,1 year,Not Specified,Family services,Children; Ethnic and racial groups; Low-income people; Students,General support,Cash grants,General operating
Ramsey McCluskey Family Foundation,Boston Youth Symphony Orchestras,"7,500",2016,1 year,Not Specified,Youth development,Adolescents,General support,Cash grants,General operating
Ramsey McCluskey Family Foundation,"Breakthrough Greater Boston, Inc.","7,500",2016,1 year,Not Specified,Middle school education,Children and youth; Preteens; Adolescents; Ethnic and racial groups; Low-income people; Students,General support,Cash grants,General operating
Roy A. Hunt Foundation,Boston Scores,"7,500",2016,1 month,Soccer,Community service for youth,Girls,Program support,Cash grants,Middle School Girls Program
RSF Social Finance,NUESTRAS RAICES INC,"7,500",2016,1 year,Not Specified,Gardening,Ethnic and racial groups; Low-income people,General support,Cash grants,for general operating support
"Sailors' Snug Harbor of Boston, Inc.",Inquilinos Boricuas en Accion,"7,500",2016,1 year,Not Specified,Economic development,People of Latin American descent; Immigrants and migrants; Low-income people,Program support,Cash grants,Program support
SAMUEL RUBIN FOUNDATION,Rian Immigrant Center,"7,500",2016,1 month,Not Specified,Immigrant services,Ethnic and racial groups; Immigrants; Low-income people,"General support; Volunteer development; Public engagement and education; Policy, advocacy and systems reform; Advocacy; Systems reform; Equal access",Cash grants,General operating support; Additional key words provided by funder: Education; Community Service
"Susan Crown Exchange, Inc.","The Right Question Institute, Inc.","7,500",2016,1 year,Not Specified,Community improvement,Low-income people,Program support,Cash grants,Public charity
Svrluga Foundation,Mujeres Unidas Avanzando,"7,500",2016,1 year,Not Specified,Public affairs,Women and girls; People of Latin American descent; Immigrants; Low-income people; Students,Program support,Cash grants,To further recipient's tax-exempt purpose
Svrluga Foundation,Cristo Rey Boston High School,"7,500",2016,1 year,Not Specified,Secondary education,Adolescents; Catholics; Low-income people; Students,Program support,Cash grants,To further recipient's tax-exempt purpose
