Grant Funder Name,Grant Recipient Name,Grant Total Amount,Grant Fiscal Year,Grant Duration,Grant Program Area,Grant Primary Subject,Grant Population Served,Grant Support Strategy,Grant Transaction Type,Grant Description
Fidelity Investments Charitable Gift Fund,Year Up,"5,000",2015,1 year,Not Specified,Job training,Adolescents; Young adults; Ethnic and racial groups; Low-income people; Students,Not Specified,Cash grants,Not Specified
Fidelity Investments Charitable Gift Fund,Black Ministerial Alliance,"5,000",2015,1 year,Not Specified,Community improvement,People of African descent; Christians; Low-income people,Not Specified,Cash grants,Not Specified
Fidelity Investments Charitable Gift Fund,Nativity Boston,"5,000",2015,1 year,Not Specified,Middle school education,Preteen boys; Ethnic and racial groups; Low-income people; Students,Not Specified,Cash grants,Not Specified
Fidelity Investments Charitable Gift Fund,Adopt-A-Student,"5,000",2015,1 year,Not Specified,Education,Children and youth; Ethnic and racial groups; Low-income people; At-risk youth; Students,Individual development,Cash grants,Not Specified
Fidelity Investments Charitable Gift Fund,Cristo Rey Boston High School,"5,000",2015,1 year,Not Specified,Secondary education,Adolescents; Ethnic and racial groups; Catholics; Low-income people; Students,Not Specified,Cash grants,Not Specified
Fidelity Investments Charitable Gift Fund,Adopt-A-Student,"5,000",2015,1 year,Not Specified,Education,Children and youth; Ethnic and racial groups; Low-income people; At-risk youth; Students,Individual development,Cash grants,Not Specified
Fidelity Investments Charitable Gift Fund,Nativity Boston,"5,000",2015,1 year,Not Specified,Middle school education,Preteen boys; Ethnic and racial groups; Low-income people; Students,Not Specified,Cash grants,Not Specified
Fidelity Investments Charitable Gift Fund,Cristo Rey Boston High School,"5,000",2015,1 year,Not Specified,Secondary education,Adolescents; Ethnic and racial groups; Catholics; Low-income people; Students,Not Specified,Cash grants,Not Specified
Fidelity Investments Charitable Gift Fund,Cristo Rey Boston High School,"5,000",2015,1 year,Not Specified,Secondary education,Adolescents; Ethnic and racial groups; Catholics; Low-income people; Students,Not Specified,Cash grants,Not Specified
Fidelity Investments Charitable Gift Fund,Nativity Boston,"5,000",2015,1 year,Not Specified,Middle school education,Preteen boys; Ethnic and racial groups; Low-income people; Students,Not Specified,Cash grants,Not Specified
Fidelity Investments Charitable Gift Fund,Nativity Boston,"5,000",2015,1 year,Not Specified,Middle school education,Preteen boys; Ethnic and racial groups; Low-income people; Students,Not Specified,Cash grants,Not Specified
Fidelity Investments Charitable Gift Fund,Nativity Boston,"5,000",2015,1 year,Not Specified,Middle school education,Preteen boys; Ethnic and racial groups; Low-income people; Students,Not Specified,Cash grants,Not Specified
Fidelity Investments Charitable Gift Fund,Nativity Boston,"5,000",2015,1 year,Not Specified,Middle school education,Preteen boys; Ethnic and racial groups; Low-income people; Students,Not Specified,Cash grants,Not Specified
Fidelity Investments Charitable Gift Fund,Cristo Rey Boston High School,"5,000",2015,1 year,Not Specified,Secondary education,Adolescents; Ethnic and racial groups; Catholics; Low-income people; Students,Not Specified,Cash grants,Not Specified
Fidelity Investments Charitable Gift Fund,Cristo Rey Boston High School,"5,000",2015,1 year,Not Specified,Secondary education,Adolescents; Ethnic and racial groups; Catholics; Low-income people; Students,Not Specified,Cash grants,Not Specified
Fidelity Investments Charitable Gift Fund,Friends of Excel Academy Inc,"5,000",2015,1 year,Not Specified,Charter school education,Preteens; Ethnic and racial groups; Immigrants; Low-income people; Students,Not Specified,Cash grants,Not Specified
Fidelity Investments Charitable Gift Fund,SquashBusters Inc.,"5,000",2015,1 year,Not Specified,Racquet sports,Children and youth; Ethnic and racial groups; Low-income people,Not Specified,Cash grants,Not Specified
Fidelity Investments Charitable Gift Fund,Friends of Excel Academy Inc,"5,000",2015,1 year,Not Specified,Charter school education,Preteens; Ethnic and racial groups; Immigrants; Low-income people; Students,Not Specified,Cash grants,Not Specified
Fidelity Investments Charitable Gift Fund,Adopt-A-Student,"5,000",2015,1 year,Not Specified,Education,Children and youth; Ethnic and racial groups; Low-income people; At-risk youth; Students,Individual development,Cash grants,Not Specified
Flagship Foundation,St Mary's Women and Children Center,"5,000",2015,1 year,Not Specified,Family services,Children and youth; Women and girls; Ethnic and racial groups; Homeless people; Low-income people,General support,Cash grants,General contribution
Fountainhead Foundation,Cambridge Health Alliance Foundation,"5,000",2015,1 year,Not Specified,Community health care,Ethnic and racial groups; Low-income people,Not Specified,Cash grants,Not Specified
Goodman-Lipman Family Foundation Inc.,"Martha's Vineyard Hospital, Inc.","5,000",2015,1 year,Not Specified,Hospital care,Age Groups; Ethnic and racial groups; Social and economic status; Health,General support,Cash grants,General unrestricted
Grimshaw-Gudewicz Charitable Foundation,The The Trustees of Reservations,"5,000",2015,1 year,Not Specified,Historic preservation,American Indians,General support,Cash grants,General Support
Hamilton Company Charitable Foundation,Massachusetts Youth Committed to Winning,"5,000",2015,1 year,Not Specified,Youth organizing,Boys; Ethnic and racial groups; Low-income people,General support,Cash grants,General
Highland Street Foundation,Grub Street Inc.,"5,000",2015,1 year,Not Specified,Literature and writing,Adolescents; Adults; Ethnic and racial groups; Multiracial people,Not Specified,Cash grants,For arts and culture
Highland Street Foundation,Summer Search Boston,"5,000",2015,1 year,Not Specified,Youth organizing,Adolescents; Ethnic and racial groups; Low-income people; Students,Program support,Cash grants,For youth programming
Highland Street Foundation,Nativity School of Worcester,"5,000",2015,1 year,Not Specified,Middle school education,Preteen boys; Ethnic and racial groups; Catholics; Low-income people; Students,Program support,Cash grants,For educational programming
Highland Street Foundation,Bethel African Methodist Episcopal Church,"5,000",2015,1 year,Not Specified,Human services,Children and youth,Program support,Cash grants,For youth programming
Irene E. and George A. Davis Foundation,Homework House Inc,"5,000",2015,1 month,Not Specified,Housing development,Children and youth; People of Latin American descent; Catholics; Students,Program support,Cash grants,Homework House- Solidifying Our Core - support for on-going programs
John and Golda Cohen Trust,Margaret Fuller Neighborhood House,"5,000",2015,1 year,Not Specified,Human services,Low-income people,Not Specified,Cash grants,Generaldonation tofund
Keane Family Foundation,Inner-City Scholarship Fund,"5,000",2015,1 year,Not Specified,Philanthropy,At-risk youth,Scholarships,Cash grants,Charitable Contnbution Unrestricted
"Kelly Family Foundation, Inc.",Summer Search Boston,"5,000",2015,1 year,Not Specified,Youth organizing,Adolescents; Ethnic and racial groups; Low-income people; Students,Equal access,Cash grants,Charitable contribution unrestricted
Leaves of Grass Fund,The Food Project,"5,000",2015,1 year,Not Specified,Organic farming,Adolescents; Ethnic and racial groups; Low-income people,Not Specified,Cash grants,Charitable
"Lincoln and Therese Filene Foundation, Inc.",Boston Youth Symphony Orchestras,"5,000",2015,1 year,Not Specified,Orchestral music,Children and youth; Adults; Ethnic and racial groups; Students,General support,Cash grants,For general support
Linde Family Foundation,Year Up,"5,000",2015,1 year,Not Specified,Job training,Adolescents; Young adults; Ethnic and racial groups; Low-income people; Students,General support,Cash grants,Operating Support
Mary W. B. Curtis Trust,Upham's Corner Community Center,"5,000",2015,1 year,Not Specified,Arts and culture,Boys,Program support,Cash grants,The boys glass arts
Melvoin Foundation,Steppingstone Foundation,"5,000",2015,1 year,Not Specified,College preparation,Children and youth; Ethnic and racial groups; Low-income people; Students,Not Specified,Cash grants,"All the above contributions were made for the general, charitable, religious, educational, or scientific purpose of each donee organization."
New Hampshire Charitable Foundation,"United for a Fair Economy, Inc.","5,000",2015,1 year,Not Specified,Public finance,Adults; Ethnic and racial groups; Immigrants and migrants; Economically disadvantaged people; Low-income people,Systems reform; Equal access,Cash grants,For General Support
Pacific Life Foundation,Homework House Inc,"5,000",2015,1 year,Not Specified,Out-of-school learning,Children and youth; People of Latin American descent; Catholics; Students,General support; Program support,Cash grants,General Grant - Operating expenses or program support
"Philanthropy Massachusetts, Inc.","Tenacity, Inc.","5,000",2015,1 year,Not Specified,Racquet sports,Children and youth; Ethnic and racial groups; Low-income people; Students,General support; Program support,Cash grants,For operating and program support.
Project Bread - The Walk for Hunger Inc.,"Asian American Civic Association, Inc.","5,000",2015,1 year,Not Specified,Immigrant services,People of East Asian descent; Immigrants; Low-income people,Program support,Cash grants,Hunger prevention
Project Bread - The Walk for Hunger Inc.,The Food Project,"5,000",2015,1 year,Not Specified,Food aid,Adolescents; Ethnic and racial groups; Low-income people,Program support,Cash grants,Hunger prevention
Sherman and Linda Saperstein Charitable Trust,"Hyde Square Task Force, Inc.","5,000",2015,1 year,Not Specified,Youth development,Children and youth; Ethnic and racial groups; Low-income people,General support,Cash grants,General support of youth development
"State Street Foundation, Inc.","Artists for Humanity, Inc.","5,000",2015,1 year,Not Specified,Arts education,Adolescents; Ethnic and racial groups; Low-income people,Program support,Cash grants,Grant to support the Youth art Enterpuse program
Swartz Foundation Trust,"Martha's Vineyard Hospital, Inc.","5,000",2015,1 year,Not Specified,Hospital care,Age Groups; Ethnic and racial groups; Social and economic status; Health,Not Specified,Cash grants,Charitable contribution
TD Charitable Foundation,Notre Dame Cristo Rey High School,"5,000",2015,1 month,Education,Secondary education,Adolescents,Program support,Cash grants,"For Corporate Work Study. Provide the socio-economically disadvantaged, largely-minority youth we serve with the fundamental academic and workforce development building blocks they need to break long-term cycles of poverty"
TD Charitable Foundation,Cristo Rey Boston High School,"5,000",2015,1 month,Education,Secondary education,Adolescents,Program support,Cash grants,For Non-profit Placement. The Non-Profit Placement program places the remaining 10% of our students at non-profit organizations
Teddy Ebersol's Family Foundation,"Martha's Vineyard Hospital, Inc.","5,000",2015,1 year,Not Specified,Philanthropy,Age Groups; Ethnic and racial groups; Social and economic status; Health,Program support,Cash grants,Promotion and support of charitable activities.
The Boston Foundation,"United for a Fair Economy, Inc.","5,000",2015,1 year,Community Improvement & Capacity Buildin,Public finance,Adults; Ethnic and racial groups; Immigrants and migrants; Economically disadvantaged people; Low-income people,General support,Cash grants,For general operating support or unrestricted support
The Boston Foundation,"Brookline Community Foundation, Inc.","5,000",2015,1 year,"Philanthropy, Volunteerism & Foundations",Foundations,Low-income people,General support,Cash grants,For general operating support or unrestricted support
The Boston Foundation,MetroLacrosse,"5,000",2015,1 year,Human Services,Sports,Children and youth; Low-income people; At-risk youth,General support,Cash grants,For general operating support or unrestricted support
The Boston Foundation,"Artists for Humanity, Inc.","5,000",2015,1 year,Human Services,Arts services,Adolescents; Ethnic and racial groups; Low-income people,General support,Cash grants,For general operating support or unrestricted support
The Boston Foundation,The Center for Teen Empowerment,"5,000",2015,1 year,Community Improvement & Capacity Buildin,Youth organizing,Adolescents; Low-income people,General support,Cash grants,For general operating support or unrestricted support
The Boston Foundation,Chelsea Collaborative Inc,"5,000",2015,1 year,Community Improvement & Capacity Buildin,Human services,Ethnic and racial groups; Immigrants and migrants; Low-income people,General support,Cash grants,For general operating support or unrestricted support
The Boston Foundation,Chelsea Collaborative Inc,"5,000",2015,1 year,Community Improvement & Capacity Buildin,Human services,Ethnic and racial groups; Immigrants and migrants; Low-income people,General support,Cash grants,For general operating support or unrestricted support
The Boston Foundation,"Tenacity, Inc.","5,000",2015,1 year,Human Services,Youth organizing,Children and youth; Ethnic and racial groups; Low-income people; Students,General support,Cash grants,For general operating support or unrestricted support
The Boston Foundation,Eagle Eye Institute,"5,000",2015,1 year,Environment,Environmental education,People with vision impairments,General support,Cash grants,For general operating support or unrestricted support
The Boston Foundation,Centro Presente Inc,"5,000",2015,1 year,Human Services,Immigrant services,People of Latin American descent; Immigrants,General support,Cash grants,For general operating support or unrestricted support
The Boston Foundation,United Negro College Fund,"5,000",2015,1 year,Education,Higher education,Ethnic and racial groups; People of African descent; Low-income people; Academics,General support,Cash grants,For general operating support or unrestricted support
The Caldwell-Fisher Charitable Foundation,"Martha's Vineyard Hospital, Inc.","5,000",2015,1 year,Not Specified,Hospital care,Age Groups; Ethnic and racial groups; Social and economic status; Health,Not Specified,Cash grants,Health
The George & Marie Chabot Charitable Foundation,Nativity School of Worcester,"5,000",2015,1 year,Not Specified,Adult education,Preteen boys; Ethnic and racial groups; Catholics; Low-income people; Students,Not Specified,Cash grants,To fund continuing education purposes
"The Hyams Foundation, Inc.",Centro Latino,"5,000",2015,1 year,Not Specified,Human rights,Low-income people,Program support,Cash grants,Special Opportunity Fund- Other Grants/Racial Justice Policy
The Kenrose Kitchen Table Foundation,Nativity School of Worcester,"5,000",2015,1 year,Not Specified,Middle school education,Preteen boys; Ethnic and racial groups; Catholics; Low-income people; Students,Not Specified,Cash grants,Charitable
The Naduse Foundation,Friends of Camp Hale,"5,000",2015,1 year,Not Specified,Camps,Children and youth,Not Specified,Cash grants,General welfare
"The People's United Community Foundation, Inc.",UTEC,"5,000",2015,1 year,Not Specified,"Agriculture, fishing and forestry",Adolescents; Young adults; Ethnic and racial groups; Immigrants and migrants; Low-income people,Program support,Cash grants,Culinary program expansion
"The People's United Community Foundation, Inc.",Friends of the Children - Boston,"5,000",2015,1 year,Not Specified,Youth mentoring,Children and youth; Ethnic and racial groups; Low-income people; At-risk youth,Program support,Cash grants,Mentoring program
The Spillane Charitable Foundation,Nativity School of Worcester,"5,000",2015,1 year,Not Specified,Middle school education,Preteen boys; Ethnic and racial groups; Catholics; Low-income people; Students,Program support,Cash grants,To fund continuing educational purposes
"The TJX Foundation, Inc.",United Negro College Fund,"5,000",2015,1 year,Not Specified,Higher education,Ethnic and racial groups; People of African descent; Low-income people; Academics,Regranting; Fundraising,Cash grants,Not Specified
The Vela Foundation,MetroLacrosse,"5,000",2015,1 year,Not Specified,Sports,Children and youth; Low-income people; At-risk youth,General support,Cash grants,General use
The Wellspring Foundation,Year Up,"5,000",2015,1 year,Not Specified,Job training,Adolescents; Young adults; Ethnic and racial groups; Low-income people; Students,General support,Cash grants,General
The Wetter Foundation,Minds Matter,"5,000",2015,1 year,Not Specified,Depression,Men and boys,General support,Cash grants,General operations
Trefler Foundation,Asian Women for Health,"5,000",2015,1 year,Not Specified,Health,Women and girls; People of Asian descent,General support; Public engagement and education; Equal access,Cash grants,Unrestricted charitable gift
Vernon G. & Sandra J. C. Buchanan Family Foundation,Year Up,"5,000",2015,1 year,Not Specified,Job training,Adolescents; Young adults; Ethnic and racial groups; Low-income people; Students,General support,Cash grants,General support
Winn Family Charitable Foundation,Initiative for A Competitive Inner City Inc,"5,000",2015,1 year,Not Specified,Urban development,Ethnic and racial groups; Low-income people,Not Specified,Cash grants,Charitable contributions
Wodecroft Foundation,Summer Search Boston,"5,000",2015,1 year,Not Specified,Youth organizing,Adolescents; Ethnic and racial groups; Low-income people; Students,Not Specified,Cash grants,Charitable support
"Zell Family Foundation, Inc.",Emerge Inc,"5,000",2015,1 year,Not Specified,Domestic violence shelters,Women and girls; Men and boys; People of Latin American descent; Victims of crime and abuse,General support,Cash grants,General
Arthur M. and Martha R. Pappas Foundation,Family Health Center Of Worcester Inc,"5,000",2015,1 year,Not Specified,Health care clinics,Ethnic and racial groups; Low-income people,General support,Cash grants,General
Beane Family Foundation,Family Health Center Of Worcester Inc,"5,000",2015,1 year,Not Specified,Health care clinics,Children and youth,General support,Cash grants,General operating
Blue Hills Bank Charitable Foundation Inc.,Museum of African American History,"5,000",2015,1 year,Not Specified,Black studies,People of African descent,Program support,Cash grants,Program support
Bushrod H. Campbell & Adah F. Hall Charity Fund,JFYNetWorks,"5,000",2015,1 year,Not Specified,Employment,Adolescents; Ethnic and racial groups; Low-income people; Students,General support,Cash grants,General purpose
Bushrod H. Campbell & Adah F. Hall Charity Fund,Massachusetts Alliance of Portuguese Speakers (MAPS),"5,000",2015,1 year,Not Specified,Immigrant services,LGBTQ people; Ethnic and racial groups; Immigrants and migrants; Immigrants; Victims and oppressed people,General support,Cash grants,General purpose
Christopher & Dana Reeve Foundation,Dare,"5,000",2015,1 year,Not Specified,Personal services,Children and youth; Ethnic and racial groups; Low-income people; Victims of crime and abuse; People with disabilities,Program support,Cash grants,TRANSPORTATION
"Clipper Ship Foundation, Inc.",Girls LEAP Self-Defense,"5,000",2015,1 year,Not Specified,Youth development,Girls,Program support,Cash grants,Dorchester Girts' Empowerment Programs
Eastern Bank Foundation,Brockton Area Multi-Services,"5,000",2015,1 year,Not Specified,Human services,Ethnic and racial groups; Low-income people,Not Specified,Cash grants,Exempt purpose
Edward S. & Winifred G. Moseley Foundation,The Food Project Inc - North Shore,"5,000",2015,1 year,Not Specified,Sustainable agriculture,Adolescents; Ethnic and racial groups; Low-income people,Not Specified,Cash grants,Wenham farm
Esther B. Kahn Charitable Foundation,"Breakthrough Greater Boston, Inc.","5,000",2015,1 year,Not Specified,Education services,Children and youth; Preteens; Adolescents; Ethnic and racial groups; Low-income people; Students,General support,Cash grants,Seneral Operating Support
Eugene F. Fay Trust,InnerCity Weightlifting,"5,000",2015,1 year,Not Specified,Law education,Low-income people; At-risk youth,General support,Cash grants,General operating purposes
Eugene F. Fay Trust,Asian Task Force Against Domestic Violence (atask),"5,000",2015,1 year,Not Specified,Law education,Women and girls; People of Asian descent; Immigrants; Refugees and displaced people; Low-income people; Victims of crime and abuse,General support,Cash grants,General operating purposes
Fidelity Investments Charitable Gift Fund,Adopt-A-Student,"5,000",2015,1 year,Not Specified,Education,Children and youth; Ethnic and racial groups; Low-income people; At-risk youth; Students,Individual development,Cash grants,Not Specified
Fidelity Investments Charitable Gift Fund,Jumpstart for Young Children,"5,000",2015,1 year,Not Specified,Early childhood education,Children and youth; Children; Ethnic and racial groups; Low-income people; Students,Not Specified,Cash grants,Not Specified
Fidelity Investments Charitable Gift Fund,Cristo Rey Boston High School,"5,000",2015,1 year,Not Specified,Secondary education,Adolescents; Ethnic and racial groups; Catholics; Low-income people; Students,Not Specified,Cash grants,Not Specified
Fidelity Investments Charitable Gift Fund,Cambridge Community Foundation,"5,000",2015,1 year,Not Specified,Foundations,Family relationships; Ethnic and racial groups; Immigrants and migrants; Economically disadvantaged people; Artists and performers,Not Specified,Cash grants,Not Specified
Fidelity Investments Charitable Gift Fund,Neighborhood Of Affordable Housing (NOAH),"5,000",2015,1 year,Not Specified,Community improvement,Ethnic and racial groups; Low-income people,Not Specified,Cash grants,Not Specified
Fidelity Investments Charitable Gift Fund,Unitarian Universalist Association,"5,000",2015,1 year,Not Specified,Interfaith,Gender and sexual identity; Ethnic and racial groups; Religious groups; Immigrants and migrants,Not Specified,Cash grants,Not Specified
Fidelity Investments Charitable Gift Fund,"Breakthrough Greater Boston, Inc.","5,000",2015,1 year,Not Specified,Middle school education,Children and youth; Preteens; Adolescents; Ethnic and racial groups; Low-income people; Students,Not Specified,Cash grants,Not Specified
Fidelity Investments Charitable Gift Fund,"Breakthrough Greater Boston, Inc.","5,000",2015,1 year,Not Specified,Middle school education,Children and youth; Preteens; Adolescents; Ethnic and racial groups; Low-income people; Students,Not Specified,Cash grants,Not Specified
Fidelity Investments Charitable Gift Fund,Beacon Academy Inc,"5,000",2015,1 year,Not Specified,Elementary and secondary education,Children and youth; Ethnic and racial groups; Economically disadvantaged people; Low-income people; Students,Not Specified,Cash grants,Not Specified
Fidelity Investments Charitable Gift Fund,"Project Step, Symphony Hall","5,000",2015,1 year,Not Specified,Performing arts education,Children and youth; Non-adult children; Ethnic and racial groups; Low-income people; Students,Not Specified,Cash grants,Not Specified
Fidelity Investments Charitable Gift Fund,Community Works,"5,000",2015,1 year,Not Specified,Community organizing,Ethnic and racial groups; Low-income people,Not Specified,Cash grants,Not Specified
Fidelity Investments Charitable Gift Fund,Boston Chinese Evangelical Church,"5,000",2015,1 year,Not Specified,Evangelicalism,People of East Asian descent; Evangelicals,Not Specified,Cash grants,Not Specified
Fidelity Investments Charitable Gift Fund,Beacon Academy Inc,"5,000",2015,1 year,Not Specified,Elementary and secondary education,Children and youth; Ethnic and racial groups; Economically disadvantaged people; Low-income people; Students,Not Specified,Cash grants,Not Specified
Fidelity Investments Charitable Gift Fund,"GreenLight Fund, Inc.","5,000",2015,1 year,Not Specified,Urban development,Ethnic and racial groups; Low-income people,Not Specified,Cash grants,Not Specified
Fidelity Investments Charitable Gift Fund,"Epiphany School, Inc.","5,000",2015,1 year,Not Specified,Middle school education,Preteens; Ethnic and racial groups; Protestants; Low-income people; Students,Not Specified,Cash grants,Not Specified
Fidelity Investments Charitable Gift Fund,"Epiphany School, Inc.","5,000",2015,1 year,Not Specified,Middle school education,Preteens; Ethnic and racial groups; Protestants; Low-income people; Students,Not Specified,Cash grants,Not Specified
Fidelity Investments Charitable Gift Fund,Boston Chinese Evangelical Church,"5,000",2015,1 year,Not Specified,Evangelicalism,People of East Asian descent; Evangelicals,Not Specified,Cash grants,Not Specified
Fidelity Investments Charitable Gift Fund,Japan Society of Boston,"5,000",2015,1 year,Not Specified,International relations,People of East Asian descent,Not Specified,Cash grants,Not Specified
Fidelity Investments Charitable Gift Fund,Beacon Academy Inc,"5,000",2015,1 year,Not Specified,Elementary and secondary education,Children and youth; Ethnic and racial groups; Economically disadvantaged people; Low-income people; Students,Not Specified,Cash grants,Not Specified
Fidelity Investments Charitable Gift Fund,"Epiphany School, Inc.","5,000",2015,1 year,Not Specified,Middle school education,Preteens; Ethnic and racial groups; Protestants; Low-income people; Students,Not Specified,Cash grants,Not Specified
Fidelity Investments Charitable Gift Fund,"GreenLight Fund, Inc.","5,000",2015,1 year,Not Specified,Urban development,Ethnic and racial groups; Low-income people,Not Specified,Cash grants,Not Specified
Fidelity Investments Charitable Gift Fund,InnerCity Weightlifting,"5,000",2015,1 year,Not Specified,Crime prevention,Ethnic and racial groups; Victims of crime and abuse,Not Specified,Cash grants,Not Specified
Fidelity Investments Charitable Gift Fund,Asian Task Force Against Domestic Violence (atask),"5,000",2015,1 year,Not Specified,Domestic violence shelters,Women and girls; People of Asian descent; Immigrants; Refugees and displaced people; Low-income people; Victims of crime and abuse,Not Specified,Cash grants,Not Specified
Fidelity Investments Charitable Gift Fund,Bottom Line,"5,000",2015,1 year,Not Specified,College preparation,Adolescents; Ethnic and racial groups; Economically disadvantaged people; Students,Not Specified,Cash grants,Not Specified
Fidelity Investments Charitable Gift Fund,"Epiphany School, Inc.","5,000",2015,1 year,Not Specified,Middle school education,Preteens; Ethnic and racial groups; Protestants; Low-income people; Students,Not Specified,Cash grants,Not Specified
Fidelity Investments Charitable Gift Fund,Boston Chinese Evangelical Church,"5,000",2015,1 year,Not Specified,Evangelicalism,People of East Asian descent; Evangelicals,Not Specified,Cash grants,Not Specified
Fidelity Investments Charitable Gift Fund,Bottom Line,"5,000",2015,1 year,Not Specified,College preparation,Adolescents; Ethnic and racial groups; Economically disadvantaged people; Students,Not Specified,Cash grants,Not Specified
"Florence Savings Charitable Foundation, Inc.",Amherst Committee for A Better Chance,"5,000",2015,1 year,Not Specified,Education services,Adolescents; Ethnic and racial groups; Low-income people; Students,Program support,Cash grants,Second payment of 3 year pledge
Friends of Frieda Garcia Park Inc.,United South End Settlements,"5,000",2015,1 year,Not Specified,Ballet,Ethnic and racial groups; Low-income people,General support,Cash grants,General contribution
Harvard Pilgrim Health Care Foundation,Saheli Inc,"5,000",2015,1 year,Not Specified,Women's services,Women and girls; People of South Asian descent,Fundraising,Cash grants,"Sponsorship of Saheli's September 18, 2015 gala"
Heather and Robert Keane Family Foundation Inc.,Museum of African American History,"5,000",2015,1 year,Not Specified,History museums,People of African descent,Not Specified,Cash grants,Charitable mission
Highland Street Foundation,New England Historic Geneological Society,"5,000",2015,1 year,Not Specified,Genealogy,People of African descent; Academics,Presentations and productions,Cash grants,For community
Highland Street Foundation,Museum of African American History,"5,000",2015,1 year,Not Specified,Ethnic museums,People of African descent,Program support; Exhibitions,Cash grants,For arts and culture
Irene E. and George A. Davis Foundation,Planned Parenthood League of Ma,"5,000",2015,0.75 months,Not Specified,Parent education,Children and youth; People of Latin American descent,Program support,Cash grants,Seamos Honestos: Educating and Supporting Latino Parents as the Primary Sexuality Educators of Their Children
James C. & Norma I. Smith Foundation,Project Step,"5,000",2015,1 year,Not Specified,Performing arts education,Children and youth; Non-adult children; Ethnic and racial groups; Low-income people; Students,General support,Cash grants,General support.
"Kanter Kallman Foundation, Inc.",Project Step,"5,000",2015,1 year,Not Specified,Performing arts education,Children and youth; Non-adult children; Ethnic and racial groups; Low-income people; Students,Program support,Cash grants,Performing arts
Landry Family Foundation,Mother Caroline Academy &Education Center,"5,000",2015,1 year,Not Specified,Middle school education,Young girls; Preteen girls; Ethnic and racial groups; Catholics; Low-income people; Students,General support,Cash grants,General
"McIntosh Foundation, Inc.","Epiphany School, Inc.","5,000",2015,1 year,Not Specified,Middle school education,Preteens; Ethnic and racial groups; Protestants; Low-income people; Students,Not Specified,Cash grants,Exempt purpose of organization
Nathaniel & Elizabeth P. Stevens Foundation,"Community Servings, Inc.","5,000",2015,1 year,Not Specified,Nutrition,Ethnic and racial groups; Low-income people; People with disabilities; People with HIV/AIDS,Program support,Cash grants,Lowell and lawrence nutritional services
Nellie Mae Education Foundation,Posse Foundation Boston,"5,000",2015,1 month,Public Understanding and Demand,Education,Adolescents; Ethnic and racial groups; Low-income people; Academics,Program support,Cash grants,Not Specified
"NLT Foundation, Inc.",Making Music Matters,"5,000",2015,1 year,Not Specified,Education,Children; Ethnic and racial groups; Low-income people; Students,General support,Cash grants,Unrestricted
Obermayer Foundation Inc,New England Historic Geneological Society,"5,000",2015,1 year,Not Specified,Historic preservation,People of African descent; Academics,Presentations and productions,Cash grants,Fulfill purposes of the organization
Oedipus Foundation,"Community Servings, Inc.","5,000",2015,1 year,Not Specified,Food aid,Ethnic and racial groups; Low-income people; People with disabilities; People with HIV/AIDS,General support,Cash grants,Unrestricted
Paul and Edith Babson Foundation,Cristo Rey Boston High School,"5,000",2015,1 year,Not Specified,Nonprofits,Adolescents; Ethnic and racial groups; Catholics; Low-income people; Students,Program support,Cash grants,Non-profit placement for student workers
"Philanthropy Massachusetts, Inc.",Sociedad Latina,"5,000",2015,1 year,Not Specified,Child welfare,Children and youth; Women and girls; People of Latin American descent; Low-income people; Substance abusers,General support; Program support,Cash grants,For operating and program support.
Ploughshares Foundation,Project Step,"5,000",2015,1 year,Not Specified,Performing arts education,Children and youth; Non-adult children; Ethnic and racial groups; Low-income people; Students,Not Specified,Cash grants,Not Specified
Ploughshares Foundation,Somali Development Center Inc,"5,000",2015,1 year,Not Specified,Immigrant services,People of African descent; Immigrants and migrants; Low-income people,Not Specified,Cash grants,Not Specified
Posner-Wallace Foundation,Popular Romance Project Inc,"5,000",2015,1 year,Not Specified,Film and video,Ethnic and racial groups,Recordings,Cash grants,To help complete LBTC film for Hot Docs film festival
Ramsey McCluskey Family Foundation,Boston Childrens Chorus,"5,000",2015,1 year,Not Specified,Performing arts education,Children; Ethnic and racial groups; Low-income people; Students,Program support,Cash grants,To support the expansion of the Choir Program
Rhode Island Foundation,Hale Reservation Inc,"5,000",2015,1 year,Not Specified,Orchestral music,American Indians,Continuing support,Cash grants,Annual giving
Robert W. & Gladys S. Meserve Charitable Trust,United South End Settlements,"5,000",2015,1 year,Not Specified,Human services,Ethnic and racial groups; Low-income people,General support,Cash grants,General
Running Deer Foundation,Bottom Line,"5,000",2015,1 year,Not Specified,College preparation,Adolescents,Not Specified,Cash grants,Charitable
Santa Barbara Foundation,Community Works,"5,000",2015,1 year,Not Specified,Community organizing,Homeless people,General support,Cash grants,For general support
Schwab Charitable,Armenian Cultural Association of America Inc,"5,000",2015,1 year,Not Specified,Humanities,Ethnic and racial groups,Program support,Cash grants,"ARTS, CULTURE & HUMANITIES"
Silicon Valley Community Foundation,"Breakthrough Greater Boston, Inc.","5,000",2015,1 year,Not Specified,Middle school education,Children and youth; Preteens; Adolescents; Ethnic and racial groups; Low-income people; Students,Not Specified,Cash grants,Not Specified
Souren Maroukian Trust to Perpetuate Armenian Culture,PROJECT SAVE ARMENIAN PHOTOGRAPH ARCHIVES INC,"5,000",2015,1 year,Not Specified,History,Ethnic and racial groups,Program support,Cash grants,To assest this organization in its stated purpose of preserving Armenian history.
