Grant Funder Name,Grant Recipient Name,Grant Total Amount,Grant Fiscal Year,Grant Duration,Grant Program Area,Grant Primary Subject,Grant Population Served,Grant Support Strategy,Grant Transaction Type,Grant Description
The Boston Foundation,Initiative for A Competitive Inner City Inc,"25,000",2019,1 year,Not Specified,Urban development,Children and youth; At-risk youth,Not Specified,Cash grants,To provide support for Inner City Capital Connections
The Boston Foundation,South End Community Health Center Inc,"25,000",2019,1 year,Not Specified,Health care clinics,Ethnic and racial groups; Low-income people,Presentations and productions,Cash grants,To provide support for the South End Community Health Center merger
The Boston Foundation,Chinese Consolidated Benevolent Association of New England,"25,000",2019,1 year,Not Specified,Community and economic development,People of East Asian descent; Immigrants,Not Specified,Cash grants,To support the development of the Chinatown Immigrant Heritage Visitor Center
The Boston Foundation,Inquilinos Boricuas en Accion,"25,000",2019,1 year,Not Specified,Economic development,People of Latin American descent; Immigrants and migrants; Low-income people,General support,Cash grants,General support
The Boston Foundation,"SER - Jobs for Progress, Southeastern Massachusetts","25,000",2019,1 year,Not Specified,Education,Victims and oppressed people,Regranting,Cash grants,To support your organization’s project as proposed to the Massachusetts United for Puerto Rico Fund
The Boston Foundation,Steppingstone Foundation,"25,000",2019,1 year,Not Specified,Education,Children and youth; Ethnic and racial groups; Low-income people; Students,General support,Cash grants,General support
The Boston Foundation,Steppingstone Foundation,"25,000",2019,1 year,Not Specified,Education,Children and youth; Ethnic and racial groups; Low-income people; Students,General support,Cash grants,General support
The Boston Foundation,Steppingstone Foundation,"25,000",2019,1 year,Not Specified,Education,Children and youth; Ethnic and racial groups; Low-income people; Students,General support,Cash grants,General support
The Boston Foundation,Minds Matter,"25,000",2019,1 year,Not Specified,Youth development,Adolescents; Ethnic and racial groups; Low-income people; Students,General support,Cash grants,General support
The Clifford Family Foundation Charitable Trust,Jumpstart for Young Children,"25,000",2019,1 year,Not Specified,Early childhood education,Children and youth; Children; Ethnic and racial groups; Low-income people; Students,General support,Cash grants,Unrestricted
"The David Rockefeller Fund, Inc.",Corporate Accountability,"25,000",2019,1 month,Richard Rockefeller Climate Change Initiatives,Climate change,Not Specified,Program support,Cash grants,Not Specified
The Fish Family Foundation,Cambridge Community Foundation,"25,000",2019,1 year,Not Specified,Foundations,Family relationships; Ethnic and racial groups; Immigrants and migrants; Economically disadvantaged people; Artists and performers,Not Specified,Cash grants,Human services
The George & Marie Chabot Charitable Foundation,"GreenLight Fund, Inc.","25,000",2019,1 year,Not Specified,Philanthropy,Ethnic and racial groups; Low-income people,Not Specified,Cash grants,To fund continuing charitable purposes
The Kenrose Kitchen Table Foundation,"Massachusetts Advocates for Children, Inc.","25,000",2019,1 year,Not Specified,Child advocacy,Children and youth; Ethnic and racial groups; Economically disadvantaged people; Low-income people; People with disabilities,Program support,Cash grants,Charitable
The Klarman Family Foundation,Music and Youth Initiative Inc,"25,000",2019,1 year,Not Specified,Performing arts education,Children and youth; Ethnic and racial groups; Low-income people,Not Specified,Cash grants,Unrestricted operating support for fiscal years 2018 and 2019
The Klarman Family Foundation,Massachusetts Alliance of Portuguese Speakers (MAPS),"25,000",2019,1 year,Not Specified,Immigrant services,LGBTQ people; Ethnic and racial groups; Immigrants and migrants; Immigrants; Victims and oppressed people,Equal access,Cash grants,Unrestricted operating support for fiscal years 2020 and 2021
"The Liberty Mutual Foundation, Inc.","Epiphany School, Inc.","25,000",2019,1 year,Not Specified,Middle school education,Preteens; Ethnic and racial groups; Protestants; Low-income people; Students,Not Specified,Cash grants,Epiphany School's Graduate Support Program
"The Liberty Mutual Foundation, Inc.",The City School,"25,000",2019,1 year,Not Specified,Leadership development,Adolescents; Ethnic and racial groups; Low-income people,Program support,Cash grants,Summer Leadership Program 2020-2022
"The Liberty Mutual Foundation, Inc.",Black Ministerial Alliance,"25,000",2019,1 year,Not Specified,Child welfare,People of African descent; Christians; Low-income people,Not Specified,Cash grants,Victory Generation Out of School Time Program
"The Liberty Mutual Foundation, Inc.",SquashBusters Inc.,"25,000",2019,1 year,Not Specified,Secondary education,Children and youth; Ethnic and racial groups; Low-income people,Program support; Student aid,Cash grants,Squashbusiers Pathways to College Success for Boston Youth
"The Liberty Mutual Foundation, Inc.",Metco Inc,"25,000",2019,1 year,Not Specified,Equal opportunity in education,Children and youth; Ethnic and racial groups; Students,Program support,Cash grants,METCO Summer School Mailers
The Llewellyn Foundation,"Breakthrough Greater Boston, Inc.","25,000",2019,1 year,Not Specified,Middle school education,Children and youth; Preteens; Adolescents; Ethnic and racial groups; Low-income people; Students,Program expansion,Cash grants,Program service
The McCance Foundation,"Epiphany School, Inc.","25,000",2019,1 year,Not Specified,Middle school education,Preteens; Ethnic and racial groups; Protestants; Low-income people; Students,General support,Cash grants,General Support
"The New York Women's Foundation, Inc.",Families for Justice As Healing Inc,"25,000",2019,1 year,Not Specified,Justice rights,Ethnic and racial groups,Program support,Cash grants,The Justice Fund
The Ratliff Charitable Foundation,Grassroots International Inc,"25,000",2019,1 year,Not Specified,Human rights,Indigenous peoples; Low-income people,General support,Cash grants,General support
The Snider Foundation,Ballet Theatre of Boston DBA Jose Mateo Ballet Theatre,"25,000",2019,1 year,Not Specified,Cultural awareness,Adolescents; Ethnic and racial groups,General support,Cash grants,Operating support
"Tiger Baron Foundation, Inc.",Corporate Accountability,"25,000",2019,1 year,Not Specified,Ethnic and racial minority rights,Not Specified,General support,Cash grants,General support purposes
United Way Of Central Carolinas Inc,"GreenLight Fund, Inc.","25,000",2019,1 year,Not Specified,Education,Ethnic and racial groups; Low-income people,Not Specified,Cash grants,Program operating cost
United Way of Greater Cincinnati,"GreenLight Fund, Inc.","25,000",2019,1 year,Not Specified,Urban development,Ethnic and racial groups; Low-income people,Not Specified,Cash grants,Program Operating Cost
"Wild Geese Foundation, Inc.",Boston Impact Initiative Fund,"25,000",2019,1 year,Not Specified,Social enterprise,People of Asian descent; People of African descent; People of Latin American descent; Indigenous peoples,General support,Cash grants,General purpose
Yawkey Foundation I,Round the Bend Farm,"25,000",2019,1 year,Not Specified,Natural resources,Indigenous peoples,Capacity-building and technical assistance,Cash grants,Education and conservation Programs
Yawkey Foundation II,Bethel African Methodist Episcopal Church,"25,000",2019,1 year,Not Specified,Child welfare,People of African descent; Episcopalians and Anglicans; Methodists,Not Specified,Cash grants,Educational and social service programs for high-risk youth and families
"Alden Family Foundation, Inc.",Alden Kindred of America Inc,"25,000",2019,1 year,Not Specified,Art conservation,Ethnic and racial groups,Program support,Cash grants,Conservation
Amelia Peabody Foundation,"Groundwork Lawrence, Inc.","25,000",2019,1 year,Not Specified,Environmental education,Adolescents,Curriculum development,Cash grants,Youth Education Programs
"Anna B. Stearns Charitable Foundation, Inc.",Black Ministerial Alliance,"25,000",2019,1 year,Not Specified,Community improvement,People of African descent; Christians; Low-income people,General support,Cash grants,General purposes
Anne T. & Robert M. Bass Foundation,Mother Caroline Academy &Education Center,"25,000",2019,1 year,Not Specified,In-patient medical care,Young girls; Preteen girls; Ethnic and racial groups; Catholics; Low-income people; Students,General support,Cash grants,General
"Ben & Jerry's Foundation, Inc.",Massachusetts Voter Table,"25,000",2019,1 year,Civic Engagement,Civic participation,Ethnic and racial groups,Grassroots organizing,Cash grants,2019 Grassroots Organizing for Social Change Cycle B - General Support
Cambridge Community Foundation,Cambridge Economic Opportunity Committee,"25,000",2019,1 year,Not Specified,Economic development,Ethnic and racial groups; Low-income people,Program support,Cash grants,Program assistance.
Charles H. Farnsworth Trust,Ecumenical Social Action Committee,"25,000",2019,1 month,Housing & Shelter\Housing Support\Home Improvement & Repairs,Home repairs,Seniors,Program support,Cash grants,ESAC Senior Assistance Initiatve
Claddagh Fund Charities 1,Dimock Community Health Center,"25,000",2019,1 year,Not Specified,Health care clinics,Ethnic and racial groups; Low-income people,General support,Cash grants,General assistance
Clark R. Smith Family Foundation,The Food Project,"25,000",2019,1 year,Not Specified,Environmental education,Adolescents; Ethnic and racial groups; Low-income people,Not Specified,Cash grants,Youth Leadership Programs on The North Shore
"Clowes Fund, Inc.",UTEC,"25,000",2019,2 months,Workforce Development,Youth development,Adolescents; Young adults; Ethnic and racial groups; Immigrants and migrants; Low-income people; At-risk youth,Program support,Cash grants,Not Specified
DCU for Kids,"Groundwork Lawrence, Inc.","25,000",2019,1 year,Not Specified,Natural resources,Ethnic and racial groups; Low-income people,Not Specified,Cash grants,Charitable
Diana Davis Spencer Foundation,"Tenacity, Inc.","25,000",2019,1 year,Not Specified,Job counseling,Children and youth; Ethnic and racial groups; Low-income people; Students,Program support,Cash grants,Pathway to post-secondary success program
Edward A. and Ai O. Shay Family Foundation,Year Up,"25,000",2019,1 year,Not Specified,Philanthropy,Religious groups,Research,Cash grants,Charitable purpose of the organization
Edward T. Bedford Foundation,"Tenacity, Inc.","25,000",2019,1 year,Not Specified,Youth organizing,Children and youth; Ethnic and racial groups; Low-income people; Students,System and operational improvements,Cash grants,Operational
Harvard Pilgrim Health Care Foundation,"Groundwork Lawrence, Inc.","25,000",2019,1 year,Not Specified,Food aid,Ethnic and racial groups; Low-income people,Equal access,Cash grants,Food access
Hassenfeld Foundation,Camp Harbor View Foundation Inc.,"25,000",2019,1 year,Not Specified,Camps,Children and youth; Adolescents; Family relationships; Ethnic and racial groups; Economically disadvantaged people; Low-income people; At-risk youth,Program support,Cash grants,Camp operations
Herb and Maxine Jacobs Foundation Inc,Steps to Success,"25,000",2019,1 year,Not Specified,Human rights,Children and youth; Ethnic and racial groups; Low-income people; Students,Not Specified,Cash grants,Purpose of grant: general
Highland Street Foundation,Jumpstart for Young Children,"25,000",2019,1 year,Not Specified,Adult and child mentoring,Children and youth; Children; Ethnic and racial groups; Low-income people; Students,Program support,Cash grants,For youth programming.
"Hunt Street Fund, Inc.",Steppingstone Foundation,"25,000",2019,1 year,Not Specified,College preparation,Children and youth; Ethnic and racial groups; Low-income people; Students,Not Specified,Cash grants,Charitable contribution unrestricted
Josephine G. Russell Trust,Notre Dame Cristo Rey High School,"25,000",2019,1 year,Not Specified,Secondary education,Adolescents; People of Latin American descent; Catholics; Low-income people; Students,Public engagement and education,Cash grants,Education
Leclerc Charity Fund,St Bernard Parish,"25,000",2019,1 year,Not Specified,Health care access,Ethnic and racial groups,Outreach; Equal access,Cash grants,Haitian Outreach
Mcnay Family Foundation,"Tenacity, Inc.","25,000",2019,1 year,Not Specified,Welfare,Children and youth; Ethnic and racial groups; Low-income people; Students,Program support,Cash grants,General Welfare
Merck Family Fund,Gardening the Community,"25,000",2019,1 year,2018 Spring - Urban Farming and Youth Leadership,Youth development,Adolescents; Farmers,General support,Cash grants,"To support youth leaders to address the community's food security and healthy food access needs through farming, urban - rural connections and city-wide advocacy."
Merck Family Fund,"Groundwork Lawrence, Inc.","25,000",2019,1 year,2019 Spring - Urban Farming and Youth Leadership,Agriculture for youth,Adolescents; Farmers,Not Specified,Cash grants,"To support year-round Green Teens programs that engages youth leaders in food justice, farming and environmental stewardship across the gardens, farms and parks of Lawrence."
MKM Foundation,"GreenLight Fund, Inc.","25,000",2019,1 year,Not Specified,Urban development,Ethnic and racial groups; Low-income people,Not Specified,Cash grants,General operating support for the philadelphia division
Morgan Stanley Global Impact Funding Trust Inc,Grub Street Inc.,"25,000",2019,1 year,Not Specified,Literature and writing,Adolescents; Adults; Ethnic and racial groups; Multiracial people,General support,Cash grants,Unrestricted general support
New Balance Foundation,Camp Harbor View Foundation Inc.,"25,000",2019,1 year,Not Specified,Camps,Children and youth; Adolescents; Family relationships; Ethnic and racial groups; Economically disadvantaged people; Low-income people; At-risk youth,General support,Cash grants,General support
New Venture Fund,Movement Voter Project,"25,000",2019,1 year,Not Specified,Ethnic and racial minority rights,Adolescents; Young adults; Ethnic and racial groups,Advocacy; Program support,Cash grants,"Civil rights, social action, advocacy"
One8 Foundation,Alma Del Mar Foundation Inc,"25,000",2019,1 year,Not Specified,Elementary and secondary education,Children and youth; Ethnic and racial groups; Students,Public engagement and education,Cash grants,Education
One8 Foundation,UTEC,"25,000",2019,1 year,Not Specified,Youth organizing,Adolescent girls,Program support,Cash grants,Youth development
"OneWorld Boston, Inc.",Haven Project Inc.,"25,000",2019,1 year,Not Specified,Housing for the homeless,Ethnic and racial groups; Homeless people,Program support,Cash grants,Community Homeless
"OneWorld Boston, Inc.","Refugee and Immigrant Assistance Center, Inc.","25,000",2019,1 year,Not Specified,Youth development,People of African descent; Immigrants; Refugees and displaced people; Low-income people,Program support,Cash grants,Human services - youth activities/services
"OneWorld Boston, Inc.",Merrimack Valley Housing Partnership Inc,"25,000",2019,1 year,Not Specified,Housing for the homeless,Ethnic and racial groups; Homeless people,Not Specified,Cash grants,Community Homeless
"OneWorld Boston, Inc.","Artists for Humanity, Inc.","25,000",2019,1 year,Not Specified,Antidiscrimination,Adolescents; Ethnic and racial groups; Low-income people,Not Specified,Cash grants,Social Justice
"OneWorld Boston, Inc.",Steppingstone Foundation,"25,000",2019,1 year,Not Specified,Public health,Children and youth; Ethnic and racial groups; Low-income people; Students,Public engagement and education; Program support,Cash grants,Educational Awareness
"OneWorld Boston, Inc.",Boston Chinatown Neighborhood,"25,000",2019,1 year,Not Specified,Economic development,Ethnic and racial groups,Program support,Cash grants,Community Enrichment Programs
"OneWorld Boston, Inc.",Lenny Zakim Fund,"25,000",2019,1 year,Not Specified,Christianity,Children and youth; Adults; Ethnic and racial groups; Immigrants and migrants; Low-income people,Program support,Cash grants,Religious Program
Perpetual Trust for Charitable Giving,South End Community Health Center Inc,"25,000",2019,1 month,Not Specified,Health care clinics,Economically disadvantaged people,General support,Cash grants,General Operations of the DR. Gerald Hass Center
Silicon Valley Community Foundation,Teach Plus,"25,000",2019,1 year,Educational Services,Teacher education,Children and youth; Ethnic and racial groups; Low-income people; Students; Teachers,Not Specified,Cash grants,Not Specified
"State Street Foundation, Inc.",JFYNetWorks,"25,000",2019,1 year,Educational Programs - Youth Post-Secondary Credentials,Job counseling,Adolescents; Ethnic and racial groups; Low-income people; Students,Not Specified,Cash grants,JFYNet College and Career Readiness
"State Street Foundation, Inc.",Wang Ymca Of Chinatown,"25,000",2019,1 year,Human Services,Human services,Children and youth; People of Asian descent,Annual campaigns,Cash grants,Wang YMCA Annual Fund
Stevenson Family Charitable Trust,Summer Search Boston,"25,000",2019,1 year,Not Specified,Youth organizing,Adolescents; Ethnic and racial groups; Low-income people; Students,Program support,Cash grants,Charitable
TD Charitable Foundation,"Groundwork Lawrence, Inc.","25,000",2019,1 year,Not Specified,Natural resources,Ethnic and racial groups; Low-income people,Not Specified,Cash grants,Lawrence Green Streets/Calles Verdes Initiative
The Anthony & Gladys Sakowich,Notre Dame Cristo Rey High School,"25,000",2019,1 year,Not Specified,Secondary education,Adolescents; People of Latin American descent; Catholics; Low-income people; Students,General support,Cash grants,Unrestricted
The Arzak Foundation,Boston Lyric Opera,"25,000",2019,1 year,Not Specified,Cultural rights,Ethnic and racial groups,Program support,Cash grants,Cultural
The Blossom Fund,Boston Chinatown Neighborhood Center,"25,000",2019,1 year,Not Specified,Human services,Children and youth; People of East Asian descent; Immigrants and migrants; Immigrants; Low-income people,General support,Cash grants,General
The Boston Foundation,Sociedad Latina,"25,000",2019,1 year,Not Specified,Youth development,Children and youth; Women and girls; People of Latin American descent; Low-income people; Substance abusers,Program support,Cash grants,To provide Year 3 SIF support for the Boston Coaching for Completion (Bosc4c) program
The Boston Foundation,"GreenLight Fund, Inc.","25,000",2019,1 year,Not Specified,Urban development,Ethnic and racial groups; Low-income people,General support,Cash grants,General support
The Boston Foundation,"GreenLight Fund, Inc.","25,000",2019,1 year,Not Specified,Urban development,Ethnic and racial groups; Low-income people,General support,Cash grants,General support
The Boston Foundation,S A M H Corporation,"25,000",2019,1 year,Not Specified,Community and economic development,Indigenous peoples,General support,Cash grants,General support
The Boston Foundation,AbekaM,"25,000",2019,1 year,Not Specified,Youth development,Women and girls; People of Latin American descent,Fiscal sponsorships; Public engagement and education,Cash grants,As fiscal sponsor for the Latina Circle for its Powerup Latinx Business Initiative
The Boston Foundation,Rian Immigrant Center,"25,000",2019,1 year,Not Specified,Human services,Ethnic and racial groups; Immigrants; Low-income people,General support,Cash grants,General support
The Boston Foundation,"Refugee and Immigrant Assistance Center, Inc.","25,000",2019,1 year,Not Specified,Antidiscrimination,People of African descent; Immigrants; Refugees and displaced people; Low-income people,General support,Cash grants,General support
The Boston Foundation,Black Ministerial Alliance,"25,000",2019,1 year,Not Specified,Community improvement,People of African descent; Christians; Low-income people,General support; Capacity-building and technical assistance,Cash grants,For general operating support for the Capacity Institute
The Boston Foundation,College Bound Dorchester,"25,000",2019,1 year,Not Specified,Education,Children and youth; Ethnic and racial groups; Low-income people; Students,Capacity-building and technical assistance; Program support,Cash grants,To provide capacity support for Boston Uncornered transition and growth
The Boston Foundation,Grub Street Inc.,"25,000",2019,1 year,Not Specified,Community improvement,Adolescents; Adults; Ethnic and racial groups; Multiracial people,General support,Cash grants,General support
The Boston Foundation,Alternatives for Community and Environment,"25,000",2019,1 year,Not Specified,Environment,Ethnic and racial groups; Low-income people,General support,Cash grants,General support
The Boston Foundation,Mujeres Unidas Avanzando,"25,000",2019,1 year,Not Specified,Employment,Women and girls; People of Latin American descent; Immigrants; Low-income people; Students,Program support,Cash grants,To provide support for Carreras de Salud para el Futuro/Healthcare Careers for the Future program
The Boston Foundation,UTEC,"25,000",2019,1 year,Not Specified,Youth development,Adolescents; Young adults; Ethnic and racial groups; Immigrants and migrants; Low-income people,Program support,Cash grants,To provide support for UTEC Center for Excellence
The Boston Foundation,"Massachusetts Center for Native American Awareness, Inc.","25,000",2019,1 year,Not Specified,Ethnic and racial minority rights,American Indians,General support,Cash grants,For general operating support
The Boston Foundation,Steppingstone Foundation,"25,000",2019,1 year,Not Specified,Education,Children and youth; Ethnic and racial groups; Low-income people; Students,General support,Cash grants,General support
The Boston Foundation,Strategies for Youth,"25,000",2019,1 year,Not Specified,Youth development,Adolescents; Ethnic and racial groups; Low-income people,General support,Cash grants,General support
The Bulens Family Foundation,Voter Choice Education Fund Inc,"25,000",2019,1 year,Not Specified,In-patient medical care,Ethnic and racial groups,General support,Cash grants,General
The Darby Foundation,Orleans Conservation Trust,"25,000",2019,1 year,Not Specified,Farmlands,Ethnic and racial groups,Land acquisitions; Program support,Cash grants,Land preservation
The Davis Family Charitable Foundation,Boston Impact Initiative Fund,"25,000",2019,1 year,Not Specified,Natural resources,People of Asian descent; People of African descent; People of Latin American descent; Indigenous peoples,Fundraising,Cash grants,Charitable gift
The Fish Family Foundation,"Asian American Civic Association, Inc.","25,000",2019,1 year,Not Specified,Orchestral music,Artists and performers,Performances,Cash grants,"Arts, culture & humanities"
The Herb Chambers Charitable Foundation,St Mary's Women and Children Center,"25,000",2019,1 year,Not Specified,Homeless shelters,Children and youth; Women and girls; Ethnic and racial groups; Homeless people; Low-income people,General support,Cash grants,General Operations
The Horwitz Family Memorial Foundation,Year Up,"25,000",2019,1 year,Not Specified,In-patient medical care,Adolescents; Young adults; Ethnic and racial groups; Low-income people; Students,General support,Cash grants,General
"The Hyams Foundation, Inc.","Boston Foundation, The Boston Foundation Inc. d/b/a The Philanthropic Initiative","25,000",2019,1 year,Not Specified,Foundations,Not Specified,Not Specified,Cash grants,Racial Justice Policy
The Ireland Funds America,Rian Immigrant Center,"25,000",2019,1 year,Not Specified,Urban renewal,Ethnic and racial groups; Immigrants; Low-income people,Program support,Cash grants,Community Development
The Klarman Family Foundation,Action for Boston Community Development,"25,000",2019,1 year,Not Specified,Human services,Children and youth; Adults; Families; Ethnic and racial groups; Immigrants and migrants; Economically disadvantaged people; Low-income people,Not Specified,Cash grants,"To support the Fuel Assistance Program for fiscal years 2020, 2021 and 2022"
"The Liberty Mutual Foundation, Inc.",Whittier Street Health Center,"25,000",2019,1 year,Not Specified,Family services,Ethnic and racial groups; Low-income people,Program support,Cash grants,Healthier Men Stronger Families and Stronger Comm tin flies
"The Liberty Mutual Foundation, Inc.",Whittier Street Health Center,"25,000",2019,1 year,Not Specified,Family services,Ethnic and racial groups; Low-income people,Program support,Cash grants,Healthier Men Stronger Families and Stronger Communities
"The Liberty Mutual Foundation, Inc.",Nurtury,"25,000",2019,1 year,Not Specified,Public affairs,Infants and toddlers; Children; Ethnic and racial groups; Low-income people; Students,Not Specified,Cash grants,Nurtury CEO Leadership Transition & Growth Fund
The Llewellyn Foundation,South End Community Health Center Inc,"25,000",2019,1 year,Not Specified,Health care clinics,Ethnic and racial groups; Low-income people,Program support,Cash grants,Program service
The Lowell Institute,College Bound Dorchester,"25,000",2019,1 year,Not Specified,Education services,Children and youth; Ethnic and racial groups; Low-income people; Students,General support,Cash grants,General Purpose
The Nord Family Foundation,Inquilinos Boricuas en Accion,"25,000",2019,1 year,Not Specified,Housing for the homeless,People of Latin American descent; Immigrants and migrants; Low-income people,Not Specified,Cash grants,In continued support of housing stability and wrap around services
The Nordblom Family Foundation,Friends of the Children - Boston,"25,000",2019,1 year,Not Specified,Adult and child mentoring,Children and youth; Ethnic and racial groups; Low-income people; At-risk youth,Program support,Cash grants,Charitable
The Paul and Phyllis Fireman Charitable Foundation,Lenny Zakim Fund,"25,000",2019,1 year,Not Specified,Foundations,Children and youth; Adults; Ethnic and racial groups; Immigrants and migrants; Low-income people,Not Specified,Cash grants,Not Specified
THE RED SOX FOUNDATION INC,"Inner-City Scholarship Fund, Catholic Schools Foundation","25,000",2019,1 year,Not Specified,Elementary and secondary education,Children and youth; Ethnic and racial groups; Catholics; Low-income people; At-risk youth; Students,Individual development,Cash grants,Sched i supplemental information
The Robert and Kate Niehaus Foundation,"Wide Horizons for Children, Inc.","25,000",2019,1 year,Not Specified,Adoption,Infants and toddlers; Children; Ethnic and racial groups; Students,Not Specified,Cash grants,Charitable contribution - organization is dedicated to the well-being and security of vulnerable and orphaned children worldwide.
Theodore Edson Parker Foundation,New England Historic Geneological Society,"25,000",2019,1 year,Not Specified,Genealogy,People of African descent; Academics,Program support,Cash grants,Lhs broadsides
Together Women Rise,Integrate Health Inc,"25,000",2019,1 year,Not Specified,Community health care,Ethnic and racial groups; Economically disadvantaged people,Program support,Cash grants,Community health
Workday Foundation,Year Up,"25,000",2019,1 year,Not Specified,Job creation and workforce development,Adolescents; Young adults; Ethnic and racial groups; Low-income people; Students,Not Specified,Cash grants,Jacksonville/south florida workforce developmen program
Yawkey Foundation II,The Center for Teen Empowerment,"25,000",2019,1 year,Not Specified,Community improvement,Children and youth; Adolescents; Ethnic and racial groups; Low-income people; At-risk youth,Program support,Cash grants,Community leadership program for youth from neighborhoods across Boston and Someville
Yawkey Foundation II,Whittier Street Health Center,"25,000",2019,1 year,Not Specified,Youth development,Children and youth,Program support,Cash grants,Youth programs and services
Foundation for Louisiana,Interaction Institute for Social Change,"24,980",2019,1 year,Not Specified,Community and economic development,Incarcerated people,Systems reform; Program support,Cash grants,Fundamentals of facilitation for racial justice work training new orleans
W.M.N. Foundation,"GreenLight Fund, Inc.","24,829",2019,1 year,Not Specified,Urban development,Ethnic and racial groups; Low-income people,Not Specified,Cash grants,Greenlight twin cities launch
The Boston Foundation,Museum of African American History,"24,600",2019,1 year,Not Specified,Black studies,People of African descent,"Awards, prizes and competitions",Cash grants,For the Second Annual MAAH Stone Book Prize
United Way of Massachusetts Bay and Merrimack Valley,Viet-Aid,"24,217",2019,1 year,Not Specified,Community organizing,People of Southeast Asian descent; Immigrants and migrants; Low-income people,Not Specified,Cash grants,Community Impact
Bradley Impact Fund,Boston University,"24,000",2019,1 year,Not Specified,Theology,People of African descent,Publications,Cash grants,"School of theology, dacb {dictionary of african christian biography}"
Peierls Foundation,Unitarian Universalist Association,"24,000",2019,1 year,Not Specified,Interfaith,Gender and sexual identity; Ethnic and racial groups; Religious groups; Immigrants and migrants,Management and leadership development; Advocacy; Product and service delivery,Cash grants,Support
"Philanthropy Massachusetts, Inc.",Boston Chinatown Neighborhood Center,"24,000",2019,1 year,Not Specified,Youth development,Children and youth; People of East Asian descent; Immigrants and migrants; Immigrants; Low-income people,Program support,Cash grants,For operating and program support.
United Way Of Central Massachusetts Inc,Worcester Youth Center,"23,325",2019,1 year,Not Specified,Education,Adolescents; Ethnic and racial groups; Low-income people,Program support,Cash grants,Program operating
United Way of Massachusetts Bay and Merrimack Valley,Literacy Center Inc.,"23,240",2019,1 year,Not Specified,Community organizing,Children and youth; Ethnic and racial groups; Immigrants and migrants; Low-income people; Students,Program support,Cash grants,Community Impact
New Venture Fund,Bellwether Education Partners,"23,125",2019,1 year,Not Specified,Education services,Children and youth; Ethnic and racial groups; Low-income people; At-risk youth; Students,Program support,Cash grants,Youth development and education
New Venture Fund,Bellwether Education Partners,"23,125",2019,1 year,Not Specified,Youth organizing,Adolescents,Program support,Cash grants,Youth development and education
UnidosUS,Sociedad Latina,"23,000",2019,1 year,Not Specified,Physical and earth sciences,Children and youth; Women and girls; People of Latin American descent; Low-income people; Substance abusers,Public engagement and education; Program support,Cash grants,Grants
National Winter Sports Education Foundation,Youth Enrichment Services (YES),"22,500",2019,1 year,Not Specified,Youth organizing,Children and youth; Ethnic and racial groups; Low-income people,General support,Cash grants,General support
DBL Foundation Inc.,"United for a Fair Economy, Inc.","22,500",2019,1 year,Not Specified,Public finance,Adults; Ethnic and racial groups; Immigrants and migrants; Economically disadvantaged people; Low-income people,Program support,Cash grants,Program Support-state of the Dream Review
National Grid Foundation,Young Peoples Project,"22,500",2019,1 year,Not Specified,STEM education,Children and youth; Ethnic and racial groups; Low-income people; Students,Not Specified,Cash grants,Excelling in math: ypp in greater boston
The Morris A. Hazan Family Foundation,Jewish Vocational Service,"22,500",2019,1 year,Not Specified,Job creation and workforce development,Ethnic and racial groups; Immigrants and migrants; Low-income people; Students,General support,Cash grants,General support
United Way of Massachusetts Bay and Merrimack Valley,Mass Mentoring Partnership,"22,129",2019,1 year,Not Specified,Community organizing,Children and youth; Family relationships; Ethnic and racial groups; Social and economic status,Program support,Cash grants,Community Impact
"John A. McNeice, Jr. Charitable Foundation",Ron Burton Training Village Camp,"22,000",2019,1 year,Not Specified,Camps,Boys; Ethnic and racial groups; Low-income people,General support,Cash grants,General Purpose
"Northern Bank & Trust Charitable Foundation, Inc.",Ron Burton Training Village Camp,"22,000",2019,1 year,Not Specified,Youth organizing,Boys; Ethnic and racial groups; Low-income people,General support,Cash grants,General Operating Support
Pitching In for Kids Inc 019647,Ron Burton Training Village Camp,"22,000",2019,1 year,Not Specified,Youth organizing,Boys; Ethnic and racial groups; Low-income people,Not Specified,Cash grants,Not Specified
"The Liberty Mutual Foundation, Inc.",Unitarian Universalist Urban Ministry (Benevolent Fraternity of Unitarian Church),"22,000",2019,1 year,Not Specified,Domestic violence shelters,Children and youth; Women and girls; Ethnic and racial groups; Low-income people; Victims of crime and abuse,Not Specified,Cash grants,UUUM's Domestic Violence Programs
The Osterman Family Foundation,InnerCity Weightlifting,"22,000",2019,1 year,Not Specified,Education,Ethnic and racial groups; Victims of crime and abuse,Program support,Cash grants,PERSONAL TRAINING :areer track
"American Cancer Society, Inc.",South End Community Health Center Inc,"21,750",2019,1 year,Not Specified,Cancers,People with diseases and illnesses,Program support,Cash grants,Cancer control
Community Foundation of Western Massachusetts,"Urban League of Springfield, Inc.","21,700",2019,1 year,Human Services,Human services,People of African descent,Not Specified,Cash grants,Not Specified
National Philanthropic Trust,Boston Debate League,"21,500",2019,1 year,Not Specified,Civics for youth,Preteens; Adolescents; Ethnic and racial groups; Students,Public engagement and education; Program support,Cash grants,Education
Central Massachusetts Agency Onaging Inc,Centro Las Americas,"21,391",2019,1 year,Not Specified,Senior services,Seniors; People of Latin American descent,Program support,Cash grants,Latino elder outreac
